customer_id,customer_city,customer_state
Iy82dA9g3EkY,rio de janeiro,RJ
ipIhayWiXkEB,marilia,SP
fhQNYP4CC4If,salvador,BA
aUstesL39nVj,rio de janeiro,RJ
A00It5xflJzx,rio de janeiro,RJ
ts4PKSWN57JC,rio de janeiro,RJ
bPXfSRrynHsK,sao paulo,SP
PNsHRh2utZbA,boituva,SP
Q5HEDw04Bh2h,sao paulo,SP
QIIz3X0jsgcz,ijui,RS
MIEbNRyUL4Rt,campinas,SP
npiENxGJQ84G,sabara,MG
pMo3PROKcBUL,teresina,PI
qUZOHSPyi2qf,sao paulo,SP
uz7hZ2rxKTTM,sao paulo,SP
xmt2jVTjuR8X,laranjal paulista,SP
ziMKzAkoUjCc,itabuna,BA
K99dZbaPulMI,santo andre,SP
4AAifPbIlyTN,rio de janeiro,RJ
xUd0xJC8Djpc,sao paulo,SP
KqmpccIDw280,guarulhos,SP
y4BBmDS16X6d,para de minas,MG
fKkeE2cuVb1v,jussara,GO
ZXLR5tMsRBbk,sao paulo,SP
YF9pV8Gfr2tc,volta redonda,RJ
vl2tdMZRzV1N,santo andre,SP
qdpfYAfqVRSF,sao bernardo do campo,SP
S0D76WAyw5La,campinas,SP
vD3N2TKbmpEo,iturama,MG
S0Rla7ULsqSg,sao paulo,SP
PHNWaIYb3jPr,florianopolis,SC
ht7vju1ZHpbQ,campinas,SP
xunUeqeXXtpF,rio de janeiro,RJ
rovdepqgGeH1,sao gabriel,RS
fcQtQ4CvDetX,campo mourao,PR
eEQIa0LBNPEM,jundiai,SP
wmrUxVThxlT5,sao bernardo do campo,SP
Sb802ywhjmgN,araraquara,SP
WAOxntjZcrpt,maracaju,MS
HAHGvMh4KAW2,sao paulo,SP
YkTAuzSiEsQe,sao bernardo do campo,SP
0qbopPSJ12W8,sao paulo,SP
rey1yC7JeMkH,caldeirao grande,BA
pEI9ZFXwkhCk,sao paulo,SP
9OzKaBrUEVhE,duque de caxias,RJ
qdz2E2qsOVvc,sao paulo,SP
Dx7XXmlquLLX,timoteo,MG
UEYMJhTrVhQI,sao carlos,SP
EVyxetxlX7rq,sao paulo,SP
2l2DGekpTxMd,niteroi,RJ
gYDr80i2sKHo,sao paulo,SP
v5s56Aml7bvM,sorocaba,SP
rNrgtM9zqnzz,sao luis,MA
CSrRgPntbRES,rio de janeiro,RJ
Zyjv6yD1Fdsb,sao paulo,SP
50tcxJ8zwDcs,goiania,GO
A1oVSvIYfmpH,fortaleza,CE
0PZPU5Yu8o2H,votorantim,SP
ANigPrtMqktW,rio de janeiro,RJ
SaXZTjmrdGpq,ribeirao preto,SP
sotW5PIdmDB3,sao paulo,SP
9ErUsy1H79T7,sao paulo,SP
iM83SDovBmLc,volta redonda,RJ
29L5RlcpsJQH,ananindeua,PA
JQgQxt1SQvoT,ipatinga,MG
ymngSRSFMUUE,guarulhos,SP
oW6nxFALX8ht,goiania,GO
UTsFO0cK4NPF,sao paulo,SP
BZNtEPn5WmIB,peruibe,SP
MjwcpGlB2ik4,sapucaia do sul,RS
foI4fpgwn0WC,belo horizonte,MG
8OQjJtMeML5i,paranagua,PR
C4NAFGybTBrs,santa cecilia,PB
TVgPugNf0MFz,sao paulo,SP
frnAt7dO86tj,salvador,BA
xGtmMzSt6Rzx,sao caetano do sul,SP
OwbanfW91UeA,unai,MG
nMZ76oSAb0C0,extrema,MG
5B4Umlp7NZ5G,hortolandia,SP
PX1ovGJkpXBY,curitiba,PR
oNk2qryJjp39,sao paulo,SP
sNd0T6dg2w0W,macae,RJ
PApCPE1gYy3B,vicosa,MG
Wt5XTtVrTp2I,imperatriz,MA
CZI1tCHwKNt6,floreal,SP
INbyKywC4ui6,sao bernardo do campo,SP
RARMZ5TWmlJh,sao paulo,SP
kbux6dPRNgA4,rio de janeiro,RJ
6OUJMl8sIelP,salvador,BA
b0pCOZp0qdTP,limoeiro,PE
BRJ5vPwUKaEF,mundo novo,MS
1vDUPVWVAyPM,sao bernardo do campo,SP
huoPpPd9lTyy,porto alegre,RS
UuHqu4pDiNEX,sao paulo,SP
BMTCQuD9TVIp,pedreira,SP
yZfjWkALopgn,salvador,BA
aEOYe39u8XNu,sao paulo,SP
NUmMVhz2pCS9,ponta grossa,PR
b4YFS9yP234Y,sao paulo,SP
lkyxdCG1o4JI,sao paulo,SP
7xI23zQJeCc1,jundiai,SP
fzXZAF8HbIoR,porto alegre,RS
dU1RiY5GwWAP,olimpia,SP
EfjmUFfB29yA,vila valerio,ES
JlJ7KEQXqoh5,lucas do rio verde,MT
Kl8FM77liobt,belo horizonte,MG
SxiALtCFpPPJ,brasilia,DF
QNT5qmCdX0Jq,catanduva,SP
6QLUJHsPLKlh,uberaba,MG
caqG2XXnBLjy,natal,RN
HXLnrjtLd1pX,rio de janeiro,RJ
eAxBYbD058Gd,curitiba,PR
fmQvIFLH5Hkj,limeira,SP
HtZ0UoirbQa2,sao paulo,SP
0DVVojCPQCuL,florianopolis,SC
mefsq5ILIf97,sao paulo,SP
WKvoZbsBMbqZ,nossa senhora de caravaggio,SC
3GWXoHLk2E8M,sao jose,SC
wp7wpDQuw9Yz,aguas vermelhas,MG
cll4EYGgM4X1,rio de janeiro,RJ
pdwjmm30CnZB,volta redonda,RJ
d3QlEm6jdrqf,cotia,SP
9kvRvOwXsLf2,sao paulo,SP
hjwamiT8AF9L,novo hamburgo,RS
ytqFl2lhGLDd,mossoro,RN
dJYwCZLnbjkw,ribeirao preto,SP
GBJ26lXLA1ov,lagoa dourada,MG
yKYWLx17XF5a,rio de janeiro,RJ
TGNn37YYtWk6,sao paulo,SP
cfkEfYFPg9VR,rio de janeiro,RJ
37bi6fPY506u,chapeco,SC
O9717iOAal8S,aruja,SP
eICoNlL7YPf0,curitiba,PR
rYiebEvttGvd,recife,PE
TzcTKHQX6FMx,uberaba,MG
nUZ9ifhrLHvO,sao paulo,SP
zZQaLFSzjmOD,sao paulo,SP
tc5Ho0d5AkCa,cariacica,ES
eUrogm9lQES8,limoeiro,PE
6qlpmFKndmQi,juiz de fora,MG
4qcpx93EWGmH,mairipora,SP
iyP9qL0n3GSL,santo angelo,RS
ckmrM9aHeBpi,praia grande,SP
kwdOhCA9du0P,paulinia,SP
8niqVZPQwTYZ,arapei,SP
fghz4Qcqpvi7,fortaleza,CE
H9WynwAmWNZw,recife,PE
tok86dkNulCC,pontes e lacerda,MT
Sa84ppVaitwu,sao miguel do oeste,SC
hwfHRvE9WvAc,sao paulo,SP
3vu7GkOlOdWQ,presidente castello branco,SC
hljLIKI6CoBi,luis eduardo magalhaes,BA
xF46K7hvoKqa,santa vitoria do palmar,RS
1DTFRyHTvdLS,sao paulo,SP
oK8YcwhZ9wzY,porto alegre,RS
3hTrTXVc9Ao4,belo horizonte,MG
4MBR3xjb5X7j,osasco,SP
yWYnfw2ZU4wc,ourinhos,SP
hUIHCGrJ6sZm,sao paulo,SP
0Q09BK2bPOXO,sao paulo,SP
WbiSOPyvIUNB,barueri,SP
LS8MjBTp5hi8,vitoria,ES
6XrQ00qbCwWI,serra,ES
zVVZNqBD30UB,balneario gaivota,SC
zwSbOa2S1nvI,embu das artes,SP
dFzpKZeMEv6l,erechim,RS
sJtt3HtiFyeH,cassilandia,MS
kJoDZi8W02k9,osasco,SP
OxtVw5wDdFdO,sao jose dos campos,SP
zAQiNfJnxp46,itauna,MG
lzl857EB6M2I,taiobeiras,MG
C2pbf4GrkyFc,caieiras,SP
34BooUzbfqNo,sao paulo,SP
xP1jEGNVcc7Y,itatiba,SP
9j7rx2wicQcv,feira de santana,BA
ZZs7S2l4Wg57,piumhii,MG
s2OtMSTzxnpv,rio de janeiro,RJ
T6tlyfQRX7zv,jijoca de jericoacoara,CE
9CJ6lWZ4mdM4,sao paulo,SP
PckNWBRwzc6u,rio das ostras,RJ
ASCoGnO8AxNo,araucaria,PR
JvhabjidSZft,paulo afonso,BA
tlnCstAw5JON,cambui,MG
pfVbEkLuGSqO,sao paulo,SP
V4j20LY3WA1K,osasco,SP
AiPGP2Gm6tUl,campinas,SP
EF3ddlcmsuxB,belo horizonte,MG
DRbp4U6k3nTW,angra dos reis,RJ
hH5Ma3KhMe6I,conceicao de macabu,RJ
EfwxlYyLC6L6,niteroi,RJ
lWOjyVXeKMtc,sao paulo,SP
Wpnd6uglMjvR,belo horizonte,MG
2WQQLLt1hKQp,penapolis,SP
nWlauvqy5ZtG,mogi das cruzes,SP
Uwtq8d7PaNln,sao pedro da aldeia,RJ
2NlADcobk6dB,sao paulo,SP
vqWwpVlIHjpZ,mairinque,SP
Du8rhqtNuvod,belo horizonte,MG
TfFyT9ENl7BH,sao paulo,SP
mZXyik16pCob,sao leopoldo,RS
p4SnTdpwfya3,sao paulo,SP
mnAiptZYxZQu,sao paulo,SP
LNgofo4U5oDe,morro agudo,SP
Wnoz00t17UlL,jacarei,SP
upiVDrC7oYE5,rio de janeiro,RJ
bWYmUDg8QJwV,sao simao,SP
8SYPafpSOcXG,guapore,RS
5QlbOVqT5JTA,olimpia,SP
6pAoCKKQ1Xed,sao paulo,SP
D8zfAz8hVz71,sao paulo,SP
8cyODgPmBKvk,machado,MG
dwvNrsNjkpyQ,sao bernardo do campo,SP
RwbJJ6XzPbJh,colatina,ES
icnluxSzvrpG,rio de janeiro,RJ
vetETe20HJc2,rio de janeiro,RJ
wr4xYvmGc7t0,maceio,AL
beg8bi4SrajC,sao paulo,SP
c0dDENzs4cFy,sao paulo,SP
1MGBhozYPF9x,americana,SP
1omf9nR0qwF9,goiania,GO
9GrtKDMAQpd2,icara,SC
y6hEDQwsdBVE,arapongas,PR
vR7Sem8lAq8Z,rio de janeiro,RJ
Q17ioueWrgul,sao jose,SC
h7b3E6pXqFHD,salinas,MG
ub7SRBNCRFsW,brasilia,DF
mkJ7rHK9Zkbi,sao bernardo do campo,SP
9VajDlFjzv7w,belo horizonte,MG
xOPee8InU4SQ,contagem,MG
kqGAxe3s4BwN,manaus,AM
QoE3LdzRkOXH,belo horizonte,MG
3iG2pQEPZLA1,santana do serido,RN
HyyScGDWYTu0,praia grande,SP
tmN98w7Acc4b,jatai,GO
RsAaMGKqW0AP,sao paulo,SP
CyYXjR5jkesr,venda nova do imigrante,ES
zjPynuqcJYjV,ponta pora,MS
XnQkvFni9SGn,montes claros,MG
nAM7JlIIx0uK,osasco,SP
FoKR8sxjJQFc,sao paulo,SP
KNn5pt1Qzpg0,florianopolis,SC
tUNQT8N798FL,vicosa,MG
ejDpLMoJjQNJ,rio de janeiro,RJ
tYcd6Q7qGjx0,itapecerica,MG
4PfEFge9nDlC,santos,SP
sRZd9zv5lEZY,mogi das cruzes,SP
ubDy5a3CBR3E,sao paulo,SP
XryUz5NwcE9S,anapolis,GO
xA2kfmb6UTQb,ituverava,SP
sZ6O9BWyD0Rz,brasilia,DF
HQsnEtHAGnKv,piedade,SP
qHI5F4p0smKm,rio de janeiro,RJ
ZOnuStD6BCct,sao paulo,SP
ZrsKHatoTMwK,guaxupe,MG
lZhwwdUfgzhA,cachoeiro de itapemirim,ES
X0qter0Zcnth,sao jose dos campos,SP
2rI57tIWkga5,santa maria,RS
N6dxqgk0BOBg,sao paulo,SP
6y0zeRUkOwvj,sao paulo,SP
FsxaKpXJwyXL,sao paulo,SP
7jOFj5eftOfn,jabora,SC
XjWK2wBIPhip,itabirito,MG
Wwa1klZqkaj1,sao paulo,SP
dlxkGZfn6BSn,sao paulo,SP
MbIoDdGlJNwA,salto,SP
kiQTFE666HAz,rio de janeiro,RJ
0bvHvKzDZBKb,sao sebastiao do cai,RS
q3A7IIZmqDv3,bambui,MG
jsxYZqqx0QaJ,nova iguacu,RJ
WCqauzS70CYT,pedro leopoldo,MG
vOyIpE38BeVD,curitiba,PR
ohdmnXULLNtG,ponta grossa,PR
bavVdFFNit7R,blumenau,SC
o629MP2NhAUs,campinas,SP
Fg4ViDZFBq2w,sao paulo,SP
lTseTo3lnqnN,sao goncalo,RJ
gghN3KuLpAvK,vitoria,ES
k7VnpK1upxmr,santos,SP
LKGiGGfaRuMy,sao bernardo do campo,SP
xARYnDhzqzZv,muriae,MG
8ZiV7S3YEuGB,medeiros,MG
NEa1Ly3kdid1,esteio,RS
kbi4XEJHwhUa,sao paulo,SP
frOKO9mPFK26,aracaju,SE
6ZlqMcp0OYkn,campinas,SP
9Cgb8RM3tw4T,limeira,SP
tr0RProfxAO0,guarapuava,PR
igtTnzdNYZN5,porto alegre,RS
ceHRJRbrOixm,belo horizonte,MG
aAllEyB8j89h,pocos de caldas,MG
U7jbK6UsxKZy,governador valadares,MG
sTYW3eHBO9JX,palmares paulista,SP
gdRBuqxAWtBC,sao paulo,SP
L6VKZQ7A1ZoT,sumare,SP
6S8Spio8KhOa,taubate,SP
mSPlLkw5cf5z,votorantim,SP
FRY8wAvTg7TW,paraguacu,MG
u8RE1tVWkO3A,rio de janeiro,RJ
NcpLssVts1Ni,belo horizonte,MG
1autgwzFPtGk,sao paulo,SP
9HcbfzsYJ0tl,osasco,SP
e0Yp31A4RSWb,sao paulo,SP
Zev624Dl0SuD,carazinho,RS
mUP1fgG0QKCV,itu,SP
XGZXWjyUrNYe,santana de parnaiba,SP
P2oUBn7GxOKw,aracoiaba da serra,SP
dLFr8l4MOsz7,porto alegre,RS
vushjr2ruUSn,hortolandia,SP
ABVUbUd9RkEq,ararangua,SC
EklICmpn0J2q,sao paulo,SP
MKDK2qu093xj,sao paulo,SP
lXyjaiLI65ko,sao luis,MA
87mBVl2Fbtgp,ibiam,SC
7nByZciCNuDj,guarulhos,SP
4RBBB1IWUNXS,sao jose,SC
rl8CszkUlybu,varginha,MG
gX1nnd5vsgkZ,carangola,MG
tVRm7mYTd2xB,juiz de fora,MG
xlTJNbbMi7zA,araputanga,MT
UBPlMuvn44jw,antonio goncalves,BA
W5PljHBR3ccf,taubate,SP
lqwfIcHxYtdu,curitiba,PR
8S4URUxJdApk,sao paulo,SP
u8mxoTkCOQUG,brasilia,DF
cCgR2KyBUeDQ,toledo,PR
h3FmGjCEyVBp,sao paulo,SP
KRwvsErsLHGR,taboao da serra,SP
SgdlhruJEK9D,itu,SP
6Vle2saYmVWy,sao paulo,SP
xOT3Umgxsb5E,cruz das almas,BA
yPvrTECUIiQw,santos,SP
velQaCV5TXWS,recife,PE
NXUsyD3uXbKu,caraguatatuba,SP
QeuOQRj0E7uI,recife,PE
o6iqWJoXSHCn,pelotas,RS
3npBtZW4QzpD,rio de janeiro,RJ
xZimj7gQaAY6,sao paulo,SP
0B5qYjbs1hJ4,curitiba,PR
DbmECd51krTA,sete lagoas,MG
V5O5hevZ2Xo4,tabapua,SP
98pop4Ko4oOE,belo horizonte,MG
YvVhlQ03tRIt,sao paulo,SP
D4UYr6jPeSsj,tres coracoes,MG
AbYhcStixHXU,palmital,SP
hbl9PRjsjrfy,bauru,SP
hcJQGDfKOoMV,joinville,SC
ZGRGMIYPb670,itaguaje,PR
N1xsn6VOqAWl,goiania,GO
2E5LQttMwGSP,sao paulo,SP
Z2BKdVHWIgYH,brasilia,DF
IQt7dlUb45gz,cubatao,SP
FQwo9h5KTE84,feira de santana,BA
WBzPnTnsldEu,sao paulo,SP
QJSGlWM7Ju0n,aparecida,SP
ByKssZDe1TkJ,paulo frontin,PR
kPdNtZznf3Bq,santo antonio do sudoeste,PR
uRHVeSNSWUYD,brasilia,DF
dTXdahatWuxd,paulinia,SP
uIwTNRJ7DrqX,atibaia,SP
A40TgLsrQTlg,salvador,BA
0FbOzgOfc8B3,rio de janeiro,RJ
nWL3fy3WsvYO,casa branca,SP
dcTZp4ZR7zX4,sarandi,PR
tEINOfzx2BoA,sao paulo,SP
rtI6Pb6LOcJl,jatai,GO
bkJ4UKBRlvhl,florianopolis,SC
1kWmKPhpNwiJ,porto alegre,RS
L3hEyIBnTnOd,sao bernardo do campo,SP
b9Zhh6mI3rph,valinhos,SP
9GvU7EyEFbmn,sao paulo,SP
4xxWbGPU1GKP,sao bernardo do campo,SP
Pbzt3AL0xVTB,nova prata do iguacu,PR
Fjevopzx80E7,nova friburgo,RJ
M6poZCgHJkIY,rio grande,RS
twLM6gn5cAuv,sao paulo,SP
zgRWI31p48uv,socorro,SP
t8LEaG4VPcp6,joao monlevade,MG
h5X47HxlmCKA,belo horizonte,MG
ZWiTsc7KMy9M,rio de janeiro,RJ
NpveH9Bkrg4y,brasilia,DF
cXWmrnX6vXpZ,jundiai,SP
aSlQTPXPjX7s,braganca paulista,SP
dBRd6Zw4BICp,sao vicente,RN
04UVz3wjw1b3,salvador,BA
aZKyBdD81Jv6,brasilia,DF
7nsUNCO2a5Ex,sorocaba,SP
GD0AiKDq816Y,sao paulo,SP
KIWK1Qyvga7P,hortolandia,SP
RF05oHX1yUl4,joao pessoa,PB
lHPfggat1WqL,belem,PA
KMyip6uL4UWx,sao paulo,SP
c1m9kQVFy7kC,santo andre,SP
K7cwcvyKteaI,rio de janeiro,RJ
WVu29jIhuFzX,santos,SP
MpKOuUaaIZJF,santo andre,SP
glKr4sTv0lbT,jundiai,SP
YXoedF5KACrM,taboao da serra,SP
zaBks1Re9DRS,taubate,SP
Q4hEKCSk9AH3,blumenau,SC
wUUma1YSuJ1a,campo mourao,PR
yV2qrNHgoyVF,belo horizonte,MG
X99s2AU4Xeam,recife,PE
U8PdO1ZyLzdX,mata de sao joao,BA
2T8JY0R87pFE,ribeirao preto,SP
KkloCEZQBzPC,curitiba,PR
ms8vR6J51PdJ,porto alegre,RS
4dKbG8PRE6PL,belo horizonte,MG
loIAx3fMxgbW,rio de janeiro,RJ
iDvd7qz7WbDV,aruja,SP
5wGvjaYnUzMA,cordeiro,RJ
vLPmRjUNmGCO,campinas,SP
4XTZpWkP1DHk,vazante,MG
N1uXgYsvKlCR,coronel vivida,PR
KKx7vi99c5bp,cascavel,PR
n8wHpLGpO7VW,damianopolis,GO
HKnPrbUgfDLk,presidente prudente,SP
rPUQsmnXqASb,sao paulo,SP
NJG2uhayPS7U,wenceslau guimaraes,BA
EMZa5BnVJDOM,votuporanga,SP
KnMMQh9r5arF,praia grande,SP
xFjOopEbDBzh,valparaiso de goias,GO
NaQGfVwnVKsa,nova iguacu,RJ
Rj5Q6XgmPpia,antonio pereira,MG
bV7SYT3eLaFt,quatro barras,PR
cen7plccsnRd,sao paulo,SP
wbZ2Ev82GAl8,sao paulo,SP
Sm29uGMa3Wrr,brasilia,DF
Z7ytqxa2ZmWd,fortaleza,CE
WzRJS8j3kCJa,recife,PE
20ynDYdAz6sj,alvorada d'oeste,RO
OOkN4f8DE5Xm,praia grande,SP
UC43lVvifHl4,duque de caxias,RJ
uRQTSc9v0OFc,jaragua,GO
8tFV99sLjJiV,rio de janeiro,RJ
pvcd9LYgeU4l,araguari,MG
8serVaf53uX9,cuiaba,MT
bjc8mSVqK5jN,santos,SP
n71LSDPA57BQ,anapolis,GO
9pIu6LFqRZIh,elisio medrado,BA
8P4uNU8Z6DdO,porto alegre,RS
7FNjmvpN3EEU,rio das ostras,RJ
nHto1UxJuraf,sao joao de meriti,RJ
ALcttBxtXpFh,socorro,SP
gMSB6Wn9dYpO,mongagua,SP
jAbfjSBluoVH,guarulhos,SP
syU3esbh8vEb,rio de janeiro,RJ
x4DjtPXjXeRA,joao pessoa,PB
7xlq7bg8kHXJ,sao jose do vale do rio preto,RJ
zKLAp6eq13QC,taubate,SP
NbEo26wIoZoz,florianopolis,SC
teliowCtazG4,florianopolis,SC
PjQcSl7KGA19,farroupilha,RS
fK96qnqPA5Yb,santa cruz das palmeiras,SP
XxkXXeooXBd9,guarulhos,SP
qgtiRdHx83PK,sao paulo,SP
rPmxNIevbUxl,francisco morato,SP
Vx2CKbEis4Aw,sao paulo,SP
8tBaWPGe2Ptd,cajamar,SP
aKoG86lTjoFN,sao paulo,SP
Ks1zZuEtiaiV,barretos,SP
uugqrh0NjLmq,niteroi,RJ
K129x7ISyc17,paranavai,PR
gOP8HkkHXHcN,rio de janeiro,RJ
uyAXy01i19dM,coroata,MA
2O2tOZaEDLHJ,campos do jordao,SP
lpFVZFeEuNid,uberaba,MG
Z3dI7uRBfJOD,macae,RJ
3cFs3X8jWXuk,pirapora,MG
ipZZMicoNHtb,jacarei,SP
mrYDGh0uphyd,santo andre,SP
M5aNxnkZ5Wva,itauna,MG
LxhrCEbeyne6,rio de janeiro,RJ
57Vq9AXwHvNT,rio de janeiro,RJ
R5QCRBUnNSx3,sorocaba,SP
989UYNDFmJ9U,sao paulo,SP
uPxYWMIqgiuq,morretes,PR
9cqkK53tOtt1,brasilia,DF
ZuIW4mWoveVJ,itatiaia,RJ
UT32u5oElA7H,natal,RN
Gz7v72nkZvmE,carapicuiba,SP
P7tNElx9WneO,birigui,SP
s909PIGbiAAM,recife,PE
pgR0YO2elNX2,itajai,SC
rU8kjwkWDkxF,osasco,SP
aNxubivaVLHJ,eusebio,CE
nuthyerGgNjN,camaragibe,PE
uo8dZIaslUrh,sao paulo,SP
RSuPQBYAFHsk,vitoria,ES
pqNJdmnCyGTC,rio de janeiro,RJ
5T3O7iaO8Mhp,sao paulo,SP
4rb6DightDwN,ze doca,MA
XAAKlpKvdEEC,iguaba grande,RJ
EqoMpnwYjYXh,juiz de fora,MG
i3qDYVGqftFW,recife,PE
EdrcCK64dtCB,sao paulo,SP
JXQHcZPoyyD3,porto alegre,RS
pDFp6kVFLF2F,guarulhos,SP
gEyF675c8iKp,uba,MG
2xD53gXFWFPm,rio de janeiro,RJ
Orxtc17qk6aF,recife,PE
iWyTOZNQN0gm,sao paulo,SP
iJwVsR1NJLrf,itatiba,SP
c5g7eWzqJdGa,rio de janeiro,RJ
KMXPJZUlpyz3,sao paulo,SP
eNjAZBa8eCZ0,votuporanga,SP
O9RxKHk4bspC,campinas,SP
EGDyFt8OdcnZ,goiania,GO
BuWA6VPjitl0,rio de janeiro,RJ
FQa5drYP1TyP,vitoria,ES
g4gw5kruY3pK,sao paulo,SP
SUtgM9FHW7m7,camacho,MG
Qo5miSblc44O,nova prata,RS
kieBe1XN8V7f,joao pessoa,PB
rL22q4lEARNp,sao luis,MA
R1U5zhY26VgI,caieiras,SP
8tClOpkS6i8Z,brumado,BA
DdVuoC7hFvnV,criciuma,SC
UUPG1XqhurU0,belo horizonte,MG
fiG3v0ETSxzK,botucatu,SP
e1kPpixIIo9N,navegantes,SC
IaqP4WoGTcTt,porto alegre,RS
8SwGt533Kuft,cunha pora,SC
uFN2zNcXvDoD,rio de janeiro,RJ
PHGC6d3cszcp,sao paulo,SP
xLYjFnX9DKio,goiania,GO
6kNsGvMSYniY,joao pessoa,PB
5V23kQADohZ7,santo amaro da imperatriz,SC
w862bbGuk0bz,sao paulo,SP
u5hSL0dmwgkv,pelotas,RS
J0FOB31fnkx4,itapevi,SP
8X1SG7UtSqqE,bento goncalves,RS
ktJzYDsEDS5z,bage,RS
uMljQmAulgjd,rio de janeiro,RJ
DWPjuZZe04Vt,macapa,AP
Q3UgzkySacch,sao paulo,SP
VSArlkB3vUPj,maceio,AL
TKOkJvxMty5e,sao jose do rio preto,SP
druZtzYUOw5H,brasilia,DF
d7jadiQ6UBos,amparo,SP
IkWwEtsdExqB,salvador,BA
fmoaT6atmefN,porto alegre,RS
EAymc7MBahal,rio de janeiro,RJ
yRSlHbPfPIPZ,jaboatao dos guararapes,PE
u74oPzILe8FU,pinhais,PR
wVeBnmamZcra,florianopolis,SC
gxFMuhP3RcxC,rio de janeiro,RJ
VJ4aI6Vu0qwq,francisco beltrao,PR
8rFfFKTsyNx6,canoinhas,SC
NOvXlJhhBv7K,araguacu,TO
HQITJz95ebsy,sao paulo,SP
LmvrJjWIqQXv,sao bernardo do campo,SP
zKmQeq1zOOPb,sao bernardo do campo,SP
dRDNms4TVmZu,serra,ES
gysTSYV5kmUK,varzea paulista,SP
GcZHrhCEZund,potirendaba,SP
8GdJaVDZ2M9c,ubatuba,SP
Gt43AMLQBluD,belmonte,SC
XqH6rgfmY2uW,sao paulo,SP
Lm3Cbnw07uMO,sorocaba,SP
m8job7e2QB18,sao paulo,SP
JBKQppvJdIp4,florianopolis,SC
4elVbP2GBG0R,pelotas,RS
2HLmYlYdpFP9,araxa,MG
0GFUyyMMTh9b,sao luis,MA
ZuBDIM5VLLbT,belo horizonte,MG
4IkrUz7NOUp3,moncao,MA
Zs2fcKftTEFN,casa branca,SP
KYJx848XzzxJ,sao paulo,SP
gpW8LzvWYUjF,governador valadares,MG
ldcWc2p3MZi4,sao paulo,SP
9Bt1HNsYJmZE,belo horizonte,MG
tdVoueohXR9W,hortolandia,SP
WbjaLiXVlzno,novo cruzeiro,MG
T7N00c6gfQFE,sorocaba,SP
aBIVxK5fjtpj,sao jose dos campos,SP
KWqYTXaI8mxi,sao paulo,SP
XJZixlZJAQd3,sorocaba,SP
FBUbf63mgZOK,cacapava,SP
9gpE3WKNwRas,ibate,SP
WKkn17dn12MA,curitiba,PR
xLCt77OU8Usq,porto velho,RO
3jEAP4Y1exvJ,cidelandia,MA
c9eayZs1qOCV,sorocaba,SP
S2mZyAFf3BZ8,ipixuna do para,PA
EpaYnmiuKSTj,itirucu,BA
FPWf25BFw12o,guarulhos,SP
CHA8W2wH67ZJ,ribeirao pires,SP
T1fdYRHviaJD,curitiba,PR
reuqjss6lgA7,presidente dutra,BA
H4TjpUOhFluw,salvador,BA
J9vM7NwkZiz6,pinheiral,RJ
d7dh5vVLWQtZ,brasilia,DF
DmCDLrRX2vFf,sao paulo,SP
dFvptjGHlS66,sao paulo,SP
dB92v9LRRtNl,camanducaia,MG
BmiRnPqyVdEy,belo horizonte,MG
jk3Edavbmzn4,belo horizonte,MG
TGeQx2oHBMXU,sao paulo,SP
oSm5Eth9LQSd,contagem,MG
SAaNqed04XBZ,londrina,PR
p6njWGp7XejZ,itai,SP
9Y4Q7gkKq6Yr,sao jose dos campos,SP
MSiaHLNyU0HM,salvador,BA
LCF2xxRjW569,sao bernardo do campo,SP
e12eJka0ckRM,uniao da vitoria,PR
w4Cc3i2fzSTJ,osasco,SP
2CAbWagsvyaY,rio de janeiro,RJ
Zgq9UjqGKNcY,porto alegre,RS
LuDtBG7ydNrX,ponte nova,MG
LHbOXBZZm4jf,sao paulo,SP
ilwBTwMyCn6b,diadema,SP
NOGEAvAKZlAX,jaboatao dos guararapes,PE
axtbaU7uCf1t,conselheiro lafaiete,MG
jKbYrQ8TwTCJ,caruaru,PE
MoYKy0PiEUp5,sao paulo,SP
Zk1QAQweVpng,osorio,RS
UZpkiCkY1Awj,itupeva,SP
t1Ls00sXPGqL,viamao,RS
P37duK5koidp,cuiaba,MT
JRLs2CmNxikY,joao pessoa,PB
XqZWVvglkT1A,sao paulo,SP
e8K4U3SEQNpw,feira de santana,BA
rdS1AhvmjrHO,marechal candido rondon,PR
ahaUs4PP7QFG,sao paulo,SP
j4YaKkseslvi,sao paulo,SP
Qm5lZqSapBAd,sao goncalo,RJ
ogjTBTzAxB3m,niteroi,RJ
ACJrWczxyqWb,salvador,BA
tI7z5qUvsEjp,uruguaiana,RS
9niYrrnNsQte,brasilia,DF
lFP5cfcEX8oL,sao vicente,SP
aLvvc6k8cweY,nova iguacu,RJ
OW76ZebmOVFc,guarulhos,SP
8wDygj4O2M4M,brasilia,DF
gkPkedh7Vl29,pocos de caldas,MG
wITIx883h7nZ,niteroi,RJ
aIiOY0TDU9ie,sao paulo,SP
0H9BUlUO3RTj,franca,SP
aS5u88DDUQHp,assis,SP
BxahUwwyVykE,sao paulo,SP
HGiMzFCjxUUJ,taboao da serra,SP
gx4ePNLurDjs,sao paulo,SP
UgMeIrcPjXW4,rio de janeiro,RJ
kBFalzrVNnqZ,campinas,SP
zD7NEAvo11ZX,armacao dos buzios,RJ
2ooSZCGOZgw3,senges,PR
8qsBwaHgo6VZ,paulinia,SP
