order_id,product_id,seller_id,price,shipping_charges,total_item_value
fkwr0wuGOLvl,fETkr77qEHuQ,yDXyFJchpECr,354.9,57.27,412.16999999999996
Atpl45e875gu,OC0OzjmplmGc,Pop7GYTjKtm4,28.82,23.17,51.99
kUi1jFaJhCnG,ANT4x2GMiSmp,coi9xkdo66JI,136.97,34.29,171.26
txNODQLJsKby,NenTK81yxSkn,4g8XR4VO6DqK,206.57,11.49,218.06
ifYyExEiLfgw,0pW0IKLw9f9p,yHsOFiqVrV1u,344.0,20.15,364.15
OjQiUXqdCa6L,Ki14uikq2ozo,2Vzr14MB7bRD,669.9,26.98,696.88
bXBSM4tSX9pK,wCmsgKTmHq16,EGW4UK5bOeEZ,151.99,47.73,199.72
dl93dnYhwwdk,5EFBA7VYOItK,mmCZV9eruyuF,367.9,8.16,376.06
qDZewDj3CXFX,SlnnWaLUc3CB,LLty41IbV7xo,42.44,36.77,79.21000000000001
LD7FURLptVMZ,sVvTRlMZaAGr,jzWG2ZFoNP3V,166.8,28.69,195.49
23LLlNjXswBu,ltvYI61PLYcm,jzWG2ZFoNP3V,199.98,33.31,233.29
4e2YshJGvOK2,xAU5QJnI3NSi,TuPm19CMKvrM,117.56,21.88,139.44
MDpYXsULSmI9,s4lf43RDlukP,xfs7JMlCE2QZ,517.65,36.12,553.77
ZOAmNGYmVioc,oGWqqsavgeTJ,yrRN2gKIgYet,387.0,30.66,417.66
Gmwl0GoK7hbc,oUaq0Emczjrp,AHG0TE6bRNNY,215.42,6.15,221.57
8Gfj4zFT84us,ymKDicNbeRGT,qlWrFf4tJjSk,26.77,104.73,131.5
C75MZe0m3D2A,BQFyB2EzW5EI,eCVvpO3y8lid,96.99,112.43,209.42000000000002
mrN86pE1fK8s,FkDNIFiX19cI,FcrnIEqLCqVq,12.65,29.21,41.86
ooLeL6c73XXf,nNXce6MSpDeA,zgYzopRGJTlj,95.72,12.63,108.35
JBZVQOe88MI7,FkDNIFiX19cI,9xdiogxz7kit,286.99,14.25,301.24
0nkGFVoivz9E,rVbvt2EHcUHW,HUKv8bRAKbDT,121.35,72.03,193.38
SqucXJbriq4q,Y7yPkOcTgZkp,Gj8n4P6E111S,116.11,8.39,124.5
tYYFm2iGjEWu,DXG0TFaZjGHO,V8Stg8HdXCTe,36.89,20.9,57.79
vYBFiJULyArw,Wi0gtWXV3WgV,CYe0rVOTbNZ3,34.0,100.14,134.14
QRjPNjsLrTh9,0vbEvli2JYJu,RKad98cTxhSb,95.03,12.58,107.61
wtGbsezfVLsI,X9sl5gbsIDb6,RKad98cTxhSb,493.9,177.98,671.88
aphC16CaFAmG,6f75mkOgSdXC,DAXcLJj7W7BQ,802.14,48.14,850.28
G3I0ah1bwTgN,4bl08xi1PpYj,QAf06UklpcpU,399.2,32.81,432.01
sayT14zFy2vq,F9TzoYN15p6g,sctM1gOcIn3a,26.89,61.93,88.82
xeG07g47hkqp,e5tdFnAMTOSH,3PpQdsTW6fL7,71.8,51.19,122.99
wIUSD4CziVz4,bbeo9NBnrCrH,QgSPgHi2XQs8,193.65,55.54,249.19
ewGSeGOwk2hm,Pp3pcWx8VEtW,V0koygjO8uRW,42.89,55.54,98.43
ktNQeaX8hkj2,YrViinS7LbDG,BFS9XJPapWv0,127.77,60.07,187.84
Pkar7EFXCzng,aro2HMw8bF75,IVBmMqVXGzPj,55.83,15.22,71.05
K59Bst7biBPh,w6SaQZbIDfM9,lfRV5qiPQJXi,28.82,181.88,210.7
NHEcyMF6XbAI,g4uIHB0jZY5x,4Qi71ZsjOJIX,1122.0,62.89,1184.89
1bGxoK4c71Nn,oQTuTJAnstB2,9hrosJpQLxRs,37.88,38.73,76.61
u9zmcay1k43O,408bCzww0LMd,YlP5976VHgAM,134.57,38.66,173.23
c5RbJvqvxa1x,off7gHUgUAl9,YRRzoYYlcm7A,514.0,60.07,574.07
oGhljnemUxMk,6YFpG4urkeVT,ruq0u2ZpAMDr,95.03,16.46,111.49000000000001
H8NY61PwEOz9,pLv2lGXTi6tk,kT4UPkqxjZhU,10.19,50.8,60.989999999999995
QS0lpedHmYph,5EFBA7VYOItK,FcrnIEqLCqVq,51.5,171.5,223.0
sfdjB3ade7M8,ro08JPncYzLh,r7VxefoTVHbb,509.99,37.16,547.15
2pTgfLoIHqnJ,EtKmJNa1eHvI,oGYw3FCx0i23,532.99,10.35,543.34
kE7BTIsgzScq,eNmrEeRsed2j,Kagc9GLiUt5Q,49.99,81.69,131.68
uwepMh4SupRO,GXKsSF3KorZK,UCE3Mf4XAd26,100.0,42.92,142.92000000000002
4XdaL7PVBHA8,yC8GTlBDlTbh,RKad98cTxhSb,46.2,6.87,53.07
B4ByNBsmmxwP,HOmP1uDiX01O,K0qPVGdA91KO,779.0,39.17,818.17
aGxHlH1FdGat,mYqyNEeYyzxG,fsdM6QZEnGMM,399.2,71.02,470.21999999999997
E3PH7jXvcJ5s,gGSqLvPGbqH1,H8Ys0YKTGDmJ,99.35,49.94,149.29
fz2n50g2EtBv,aYvdjARwMu51,yHsOFiqVrV1u,34.0,24.19,58.19
2Y2oIN5DEHz9,obBiL2xYBIjn,IfkTaAAVww4a,52.3,20.9,73.19999999999999
EWb6tttSqcp9,ODq5EyLYQXcf,r3yxnIw7CDkS,692.0,38.38,730.38
53qz4dcAlElY,mYYGFVCYyUnh,8cMMpAAFEsxE,26.91,82.12,109.03
Oh8ADncPvpKh,SGtsYZHfTXGk,w44b3CnkAU44,509.99,30.66,540.65
hKi7vYoabEzG,qRDluuzEfta0,A7s2wiNKJ3HW,119.87,57.56,177.43
RiZJPwMp0yF5,kqEkHa7ZSThg,zFCNnD9T0fB1,43.21,3.11,46.32
OshC6EY8SzUD,oW6KDobidlmB,RKad98cTxhSb,56.89,181.88,238.76999999999998
R5f5Boaay0PY,eKz0Cvq5kBgw,Rfeq19yDD0ad,37.88,33.03,70.91
4V9LRyAekBcx,lI12o5ucCeGE,TKR3hRzEvWis,15.27,32.95,48.22
WMeC8LvRt1nc,B1r2XSX3sD0S,NSTd0PXlulDm,2799.65,67.68,2867.33
nBLMa5URuBm4,2chLXfvqK6Yh,FBGg2AnNbjOH,95.03,34.29,129.32
ACC7aZDO9w7t,BKF4Stwoyt2S,yWUu6WhwFUAg,100.0,4.85,104.85
C17xtnbm0DXN,10CdCi3zYLWu,tjn9TXOjEGlU,419.9,7.52,427.41999999999996
vjPxKmtIJKGB,oW6KDobidlmB,RKad98cTxhSb,56.89,126.47,183.36
dpBjEM4WRySl,10CdCi3zYLWu,tjn9TXOjEGlU,419.9,7.52,427.41999999999996
GGpjb0Ra4Iyg,utVPLgd1LM3F,yGbPyLPc8PmT,1899.0,70.82,1969.82
65p0JhpSatOE,2SNvDFzpm9Oz,AvTLykupHOIB,127.77,38.66,166.43
DLunOFqkuT1i,UILt0IiGCaup,5TrVV812wZ9a,34.36,33.73,68.09
9eXYW8Ua9rPs,DLCiMy5rbzxl,kjxg8iwrBzpD,162.7,33.19,195.89
Q4JZ9d512oUT,3PAEQKgrEiNU,uTIAEgmMz9UK,2689.0,17.14,2706.14
3DXMBWsUhAQX,BVGpkgflKwXL,nhZiNyvHKd8H,403.9,2.46,406.35999999999996
APkTvWW93E0G,i8rOWNVCU8SG,X5fhqRmuvQ9Z,311.0,12.84,323.84
2dWNrDNkYPhk,oW6s32avErq9,KWyCFngIImBD,13.97,60.74,74.71000000000001
AyJOGCzGJ7EE,v2ZwyydOM1YI,2UV2zaeUhNyA,189.05,44.04,233.09
NgUVsi2ndzO7,KvidPAEAVI5p,Mhg6gqpiKkO7,42.89,30.66,73.55
nIbKtRADNIFg,6F6uI0NSQrtK,mFvZj7UmZKhl,86.79,102.63,189.42000000000002
KgePbB0eGElQ,NoroQpYj0Pwg,QgSPgHi2XQs8,47.99,30.66,78.65
GKXJUeQDTyoT,NDjTgwCB0TgB,GwHrbZ3UqSSL,114.62,47.86,162.48000000000002
J9IzDRHBHobh,VcU0FP9DjfBt,AvTLykupHOIB,156.3,38.66,194.96
BktvYcx3ws5u,4E5vJsjJSojs,nOpV5DDruGvj,109.6,12.28,121.88
o7vEpmHxUyOK,yYbfrsBO1NCj,l1pYW6GBnPMr,548.35,20.9,569.25
OWv7EzFCXnse,tmZ9KOfKzAWT,39KLUoY5AbiH,1104.44,10.33,1114.77
lVJpzLjnW8Vy,o6Na5dqQ8W2g,coi9xkdo66JI,194.0,147.57,341.57
EzZuOYXEWAqs,FkDNIFiX19cI,FcrnIEqLCqVq,404.88,22.18,427.06
zvo56nlk6rTh,mLWhDEnUDscy,ruq0u2ZpAMDr,107.63,19.96,127.59
sj5NuHZPXjQW,E2aJYwhDpl2g,BWczKEOZMEFy,2899.0,29.68,2928.68
fMdcOQURpgMj,XUdx93I6Tns0,no31OmqCal1K,91.71,44.32,136.03
TMJbhmZcDihf,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,14.39,71.28
HCajxlsNvg6N,23A7htX4Zj8y,2a07LobkzHUx,266.55,38.66,305.21000000000004
hjJe1V3ZePeb,0vbEvli2JYJu,RKad98cTxhSb,95.03,59.62,154.65
g0Js3660nucF,hH002LpXw3P0,14AIqEsZssES,215.97,102.2,318.17
r7HbkfJhb6XO,wi2wTLPNBZWr,qnZS2nScyH1U,101.75,67.88,169.63
7qFtvm8PZ3RE,5J7az1rwth4i,yGbPyLPc8PmT,1094.04,6.44,1100.48
eymBaeJ31oN3,PQfItRcmlj1l,YVBAT3QqF9Qj,282.0,49.91,331.90999999999997
PoV37HqCTmse,T02sruZBYwTh,AvTLykupHOIB,97.44,6.87,104.31
2YBfsNpIkrej,7SbxZe82YD4g,2Vzr14MB7bRD,849.5,71.02,920.52
W73k0aCmrgYB,57UqRn9JRarI,xbr8ZnHWrWgb,108.64,62.02,170.66
uagNm0tPkAA0,Nc6ntRCqkgS3,ARNPJQjYTDDb,403.9,32.34,436.24
2MFnEOo2RRZP,9NwzO0Pm0fDM,r7VxefoTVHbb,692.0,2.75,694.75
YzTWNP1VVnvx,7UeYvU2yHBmB,csm5h2FrAugl,499.9,43.32,543.22
QcKDkHoTfJFD,y38HkI163rld,BWczKEOZMEFy,2899.0,11.33,2910.33
AFjh6BI38XEz,foRvGTDYSQMr,SdNJoEI8fcgb,164.5,47.55,212.05
rv2H1ZdRNIiz,ZPf9Gi13Tmr7,VJ5Szmsf2dUQ,198.5,29.31,227.81
gHAfMzkFGM0d,qsVHRKRiJaLD,jGMM5Ez3f6X2,125.46,27.78,153.24
1A2GKHgHkA7B,o6Na5dqQ8W2g,coi9xkdo66JI,194.0,37.32,231.32
lkvxi4b9FcbR,aJXuQXxGgjNw,DQDmbEDffCF1,820.0,47.55,867.55
YoTw7sELBV6X,jd1IJH8ReCPs,2jTASjIU2rIf,802.14,20.54,822.68
eufLJkOLEVEF,rJ66CoClSbCx,FRAkUwkY4tZy,65.06,23.6,88.66
TRrElhl5oq5U,aWN649MxSzMJ,tQFHgEUSAMiP,33.85,72.87,106.72
FlpkduigNjq1,cnjA3VrthG9M,vDmtF6gSG8GP,109.82,77.92,187.74
37p53p13CYUI,hiS8cyRGLZE6,RFMenJSKu8hK,28.82,27.61,56.43
prkTdYLPZsSK,v9Zh5L7sKLML,I4ffj2osK42R,257.6,34.33,291.93
fHS7CQyAAFXN,B9FQx5gN0UGM,cnRUSXBmaGmE,820.05,110.14,930.1899999999999
6rtjnFlYndIm,BCZHc1tJ7h5a,T7OJcZtdnwO5,820.05,27.2,847.25
yUO2zNdrG5Yl,PSG17lEaaRpc,2Vzr14MB7bRD,1277.5,25.1,1302.6
IP6maYYCnfof,hfEa3c65LTA2,0Mzbc3aACMOQ,319.29,36.46,355.75
Vtc0hamjmdb1,Gi9gRU46IuVU,7JtHJ8kiNtes,133.05,59.0,192.05
ruAyGXCQ6kNK,P22k6cGQeLxP,9xdiogxz7kit,13.69,110.03,123.72
cXSHKhUhPZk4,elhBC12bzPNm,cjilIa8d2RUG,11.97,40.93,52.9
ZgEHg78tkqaL,XFy9Pk3ObguI,rA6aq9wj3MEo,679.0,16.06,695.06
i2VC6yVXcufr,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,19.93,76.82
deAKkMrfQJN8,GLkO1SLgrt4F,ffUNNLStwOip,403.9,20.9,424.79999999999995
ZqAiuC8YivV4,qT9lNk9slS88,FA3dyMVqpbKV,337.18,47.55,384.73
3XrO6uwgPz6R,EYwkT0gvPCW5,K3eHnEhIeSds,148.5,44.86,193.36
fNLH5KFIKgt6,iRL67gYkWr3H,AHG0TE6bRNNY,223.51,59.82,283.33
B7IamWfFSq0H,hltNoJPbTHBZ,16pMg4KJ3hIj,35.95,38.66,74.61
WLtnTX1w4V9Y,hm0kG6bz215p,nhZiNyvHKd8H,109.82,11.82,121.63999999999999
ZsPDRvDxM9iO,afr7sG62YLKQ,YlP5976VHgAM,109.6,21.55,131.15
svhUTfQKCGXw,BLPv8inNEiHl,eOhcPgdVKUYw,692.0,12.22,704.22
F18Ya3n1sXSJ,Ged2p8Xif9Sd,Y6oJtGnt1biO,379.99,67.22,447.21000000000004
33PBYTWT3eKl,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,20.53,77.42
XyZdSCWtjeWa,XSAYAX02yOFc,ImomkSifOhRo,115.98,44.42,160.4
e3BWxmB4x6ZE,jeWPg0ZSeN5l,OdnRCxXEzI4n,19.9,12.97,32.87
LER9lE6SZqAi,cIXM5SKpJS5e,8mVLKV0XOTsx,126.69,17.44,144.13
PGNlVJm9XQaE,sHAWjPajN4AX,hB0eH2oAUtkk,1375.0,171.5,1546.5
VlONSsJvZ0UX,16VKqGhTBwj3,Kr8NNcGKvIKp,849.5,37.91,887.41
er8VNxTh5dNC,PtAJOHLXcyiA,yWBcmXHhf5dK,182.9,30.66,213.56
8aHzrlaPksGH,YZ6BKH9Awf08,I1tzIpbuBorJ,264.9,53.12,318.02
45ZLuzPq8XWS,Vpb1gwem1g9B,HQ4j3Fr6B61e,79.27,49.14,128.41
GL9M0hcowi7S,DIDuGPJyrYsH,qMSMJjxggK58,125.46,71.34,196.8
K4PPljBZ8Boz,0KxzgfY19bIY,ZsDn106jXrgr,137.94,6.38,144.32
ZjMdRvu54bdt,yTqIjN3uNdkF,RKad98cTxhSb,56.89,51.96,108.85
VZCAN1udAnsm,207qprrcTsLo,OkFthMYQJf3H,223.87,62.88,286.75
BAVWQZX8cPOB,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,52.08,159.70999999999998
B0meZtW1DMo4,3mkPmITMzdpb,xVaf9S84mIN1,453.7,55.54,509.24
CwNMPxozAY2J,DP4fUb8lgVGN,oI8R7WsNWWBc,53.99,15.67,69.66
qR1fIUm5iKuH,QgcpnZX7Q2qw,J5EHdepUFXiu,624.75,138.23,762.98
hOnEcQwhjAmU,BexYLpCx6BwK,2Vzr14MB7bRD,18.04,7.37,25.41
dm6jdwIuq9ia,SWqcqGVZ1YKW,ux1d7N0zioFv,13.97,110.14,124.11
tXaIDnLPPuO3,5kL4FGLj12p8,83jCJYmIYbtY,95.03,14.25,109.28
PwIXEh8WrAzF,1yXzwXD2uF9L,ruq0u2ZpAMDr,150.82,8.82,159.64
5756GMsnfpfr,gUsB6MIYvqzB,DHOPtCppeECW,346.99,14.41,361.40000000000003
U1a3fd98be9i,AeHw5WLt8Lrj,ux1d7N0zioFv,104.8,133.52,238.32
9jOEQ41Su2eI,4EJ4bFIK6Xep,6Gon9nN29mqW,54.98,55.54,110.52
gqP1Ak8iZX10,4xupTEMXxGZU,KH9VVC2iPaCb,419.9,47.55,467.45
sJsC55pX3Pdx,Qc8lmylzmqWH,EGW4UK5bOeEZ,15.27,140.4,155.67000000000002
kxQ2p12c4w0K,F75PU46Ewocg,OuYMuhcH3J8W,106.6,39.5,146.1
7gINFDa6zIhg,sDyExUmuvtcY,CvHyF76f3jKZ,820.05,92.03,912.0799999999999
7cFgNPKn0iNx,IP4jZKK5Dj6G,jzWG2ZFoNP3V,106.74,60.35,167.09
GYTxwwxXj4nZ,4u1UaO0YhXVQ,RYfITjCUelsn,164.98,32.34,197.32
bSyim4bUlEiS,KEiDm43hbJal,Hk1xyF39lt76,142.14,128.47,270.61
46ReSQSMLs3W,Afs6o45JYJ0A,YlP5976VHgAM,779.9,47.55,827.4499999999999
DT1ZfEBdZ4xb,UgkSjxoiV9Ev,UOGIrJtSldvd,252.99,82.61,335.6
air3zN12HlxY,JUZSyxq6s6nI,TBkUw9PKrND5,17.95,46.14,64.09
ny9Yftbhwu6z,AMKIgKd1s17B,TuPm19CMKvrM,28.55,38.6,67.15
is0o5ryLXf3y,r5sWXZC11Bhd,bl8PTwqK0kvN,252.99,24.79,277.78000000000003
9bwpHBjpE233,iFSzkDeptswZ,UOGIrJtSldvd,106.74,2.63,109.36999999999999
yDNMP5Zg4tgW,e8ZqaQoymPcf,DhnYfWO3PJ5F,40.8,164.16,204.95999999999998
2nezxDPGIU2V,m0Lw8m6joRAS,AvTLykupHOIB,694.65,52.34,746.99
OsG0wgqV1eWK,ddiVGCfBaEVx,YMbd2nIOx4Il,2899.0,3.81,2902.81
sUwaqiW31TnB,T227oJuyIJAb,JnBNiGbt4dPz,100.0,16.3,116.3
q27r4hRqpk1G,icdtCDkjpSZQ,coi9xkdo66JI,10.6,146.3,156.9
Zh2s0zimAG8N,lhtDHAZCtGB5,kmvdMY7Og1bP,58.1,29.66,87.76
HiOQm5HBjH2f,rKXoWNJxVSE7,0Mzbc3aACMOQ,19.3,48.84,68.14
w8juVWh7Om6k,HrtJV8trOV9w,fUYjegBdHGtn,148.6,47.55,196.14999999999998
Y7965b64g9vi,R2u3pJSgF7Gr,OnC6iPAbNc8Z,59.88,2.46,62.34
yKb81ByGf43t,skRDntOE2cwn,oMX7XDg7PCkP,69.3,29.72,99.02
BwpruV4O5F3l,x9T6kbEzI6OY,giqDC4P2HqKt,41.98,3.6,45.58
7ZlROkUdgNZQ,bVvSGfLuUAe8,dHUHvmn8Gewy,109.82,55.54,165.35999999999999
6QHIU7mOKXhb,FP9wdR0BvLeW,IHL7YQnnU4LS,820.0,49.72,869.72
qJmMMrWIuG5j,x6dY8iZRLxwE,yHsOFiqVrV1u,211.91,29.41,241.32
4L4aTLJaaYUI,iqc0GmQKCPGY,VwdyM1iPhT9K,358.99,75.5,434.49
jGkEJWf4dzSj,GM9Zm6lL2Ei0,yWUu6WhwFUAg,679.9,56.11,736.01
LAjwXvXeoLbW,IyjGR5CT0vcY,JWbIVhZWLRMP,75.25,34.6,109.85
7VyRQqjGuo3i,fRSVOGeZ0ad1,73jr4z4JJLzT,509.99,32.34,542.33
3e2HfPNUu28T,yiSOgzYWQtiJ,7KovPWNcMm5O,455.7,15.86,471.56
4pdobWF2yLXK,nRfUgVLLDWfp,W0eFCV4DQ2OM,692.0,88.24,780.24
AYy0fCGitMft,IY7NNzmR1kfS,c5SvhEe8chAa,276.89,37.17,314.06
0H0OBHpSdtzq,biv80TWlCj5s,Ek6ADNUZ7ej9,110.77,49.17,159.94
4ggLuiRfK3Wq,18CUj7xQqGxx,DHOPtCppeECW,41.1,2.46,43.56
hDTBNvIfFVnZ,DL5BHCpE7rrL,2a07LobkzHUx,97.88,23.07,120.94999999999999
Zy19BKp8lb2p,9rY1BmzCTMgb,94l6BertAIx7,216.9,175.55,392.45000000000005
HudzZjY0B0y4,97I7i6BQRjqd,AHG0TE6bRNNY,1038.0,15.83,1053.83
DqMx77MVBLVg,RqUrUxWnpwB9,nQlmkVGs3xYh,18.42,27.36,45.78
Lq4fKekfYTrP,xK2nSTNQk0RL,dikNaTlK8yGG,243.0,12.28,255.28
lUxzIZBa1Jo8,uhR7YKVFm3CF,K0qPVGdA91KO,161.0,17.66,178.66
QBf5hKyYOU8H,Qf3jXDCJPvkJ,HaUIinFOemaU,154.0,134.17,288.16999999999996
rwmeukQ7xExX,wdV7yJzaz3Su,coi9xkdo66JI,318.33,52.67,371.0
50IO004cwcwu,6zkj9P91yTn5,eoYO9MccUByn,198.5,33.9,232.4
1P0PAPGvqszB,dLWVQBeAOEh2,vmUdCiLPoz75,1129.34,92.85,1222.1899999999998
ZJE4EucRtaeF,hEZiSOpr9zse,8mVLKV0XOTsx,475.0,27.02,502.02
Dan2X8JwdRTy,3pOFuXEVGVnO,2IxTbqKqgUdA,22.2,126.47,148.67
rTtZUGwfKMTg,WdEGMSKFxbEZ,EGW4UK5bOeEZ,140.0,19.05,159.05
hJ0QkYYrdOsB,hqX5zybakKuo,UCE3Mf4XAd26,63.6,17.44,81.04
KDnKlt9S99Al,3FfDxNYBiaEE,RKad98cTxhSb,142.2,47.55,189.75
433q2XdRP1Ix,jn5hTDzIcQqG,i1DC4Dxt77fE,238.64,5.59,244.23
MyXIuU66iIJz,rAI2SfmxDVqK,kku6xzBYlORI,29.86,6.87,36.73
2bcvXR6ytwhY,HOmP1uDiX01O,K0qPVGdA91KO,620.1,32.82,652.9200000000001
5XxdZNWGg8tM,vDSm5q3uM1bH,MYhFT3ON1PHI,669.9,132.62,802.52
UyDvboOiHs0z,ZcmkLBe1zwC5,Y6oJtGnt1biO,469.0,20.9,489.9
LtK5SE0aJXbs,7xJ6gRTrWKEj,V3iKL8r9W9NR,403.9,87.83,491.72999999999996
UKg86BNxDW73,YVGdkfNeRuG4,csMzjUAJAuAy,142.14,14.49,156.63
8qmdPgWlFF8Z,4oyQMacrhqKb,B06gM7cMFTcM,2799.65,57.36,2857.01
xVhVteXz7DdB,sDw5BCtOa4Fs,YVBAT3QqF9Qj,89.1,38.92,128.01999999999998
9rMjAbximTuh,CEr4ZMIHHAhX,AHG0TE6bRNNY,15.3,26.71,42.010000000000005
lNK2Mj5uV9a5,y1xCvtRtdO1G,N32MgQgsAb11,168.5,18.79,187.29
MA4Mc8XnJNqr,Br1DTXNehG1X,y2wUonMtvOnt,887.0,17.44,904.44
t1r9QZqA3pdQ,FlMuTHJ7O6S8,W4vKCv0p63wK,879.99,61.32,941.3100000000001
NmuzFsOJtwnx,xxyupjRtTFSP,eoYO9MccUByn,453.7,12.63,466.33
BtJKS1gWH3y3,icdtCDkjpSZQ,LLty41IbV7xo,193.25,49.12,242.37
o7kUp9RvoRDJ,AF1pdLlvtTPC,BnvXJ0H2aMk7,111.27,47.55,158.82
AdhLBFoTJk8g,Vv672pBbna5g,2TA7iMcIqrnd,159.9,18.93,178.83
9N2X9jloRDpK,EmUhjfgTcwEn,CV2mnj7nBpe0,849.5,67.04,916.54
s7sPgFxmuAhP,Q4YJxJB0FmME,nVtBfuY353m5,100.0,42.02,142.02
GOHUmcVSNPer,uRiPhca2qKW1,bI5cDrYjs9Qa,514.0,57.3,571.3
sALnwkN1gCMZ,spDJkvBCfkVi,LWDhDrMk55bN,249.49,24.83,274.32
DbLFaScawtUV,x8Lsn6dModFB,S0NEanjpRQ0x,899.99,72.89,972.88
k4MK8xnECExs,6lsIKONjvlrc,UOGIrJtSldvd,367.0,56.11,423.11
Y0ZNsEvtTKR0,yoX3qrwYt5xv,RKad98cTxhSb,515.0,14.42,529.42
Hhdj0jxEwmTS,iW8It1OXALMT,UOGIrJtSldvd,223.87,39.6,263.47
NFSfXWNF3D2h,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,19.93,76.82
lLmTVZ1beEh2,EA6ZmPCrbZRQ,l1pYW6GBnPMr,68.0,89.34,157.34
mcGTMF4qhg5e,zl6ez4Q8MLT0,LLty41IbV7xo,349.0,19.75,368.75
pE9XTzORGl7x,YX4jT04MWiC6,BxFCXjoY4962,72.69,28.78,101.47
e9beW7p5ByAH,QWaws5EnTx6p,Xuc12twC4Fsy,42.89,34.33,77.22
ioY74zgDg3eJ,vLQWWPXCmqA7,fquh40THqSKm,56.89,181.88,238.76999999999998
JQIkdkqwAZxw,wMRWArc2aEnB,ftbUjJ6Gsazg,261.0,33.48,294.48
Z1BtOIuUMN9B,OH5yFp60r5Vg,dHUHvmn8Gewy,692.0,67.48,759.48
0LGl9SgmYq2g,1nPmyhlnEhky,VS89lbSjynYM,258.3,49.27,307.57
RFE4hnyv4W6D,tDI72mgzW914,J8euNVu1dAD4,274.49,16.29,290.78000000000003
IC2sdPr4SRSs,cknJxv19AtA0,vufOqLeaCfeU,314.8,47.55,362.35
DYfwXA2gHPJi,6Y4nvcLocLVk,aQxHF3Xjornh,19.3,82.37,101.67
UQcrViz6TkPK,bbG6bufdWtYp,8mVLKV0XOTsx,136.9,27.99,164.89000000000001
XK43Me4OrLbr,uhR7YKVFm3CF,K0qPVGdA91KO,161.0,43.34,204.34
dkFysTgZ2CBG,OY9KD74kEVIs,H8Ys0YKTGDmJ,793.42,10.14,803.56
Zlyi93OydvPY,S9FlUyMgrBKJ,K0qPVGdA91KO,679.0,70.12,749.12
GYHuHIxjy2RW,bFMssPOBJiPp,EGW4UK5bOeEZ,77.07,5.36,82.42999999999999
RYZ6F7BGcF53,6h122EDXUX6Q,4j49QGcby0zw,37.2,15.67,52.870000000000005
39DGnrv8mWfi,X6yJMuuGVjRd,i25n9C3E1iQX,48.4,86.74,135.14
3XKy5LXLgj8f,Qf3jXDCJPvkJ,HaUIinFOemaU,68.1,14.85,82.94999999999999
TGURl452DluH,p2DpMqYFuwMD,bgjDgOSuQsll,166.29,55.8,222.08999999999997
68XjqAy5xTgY,XCwlDbn6Sc02,uJLjpKSWoufn,389.89,181.88,571.77
aVAoZCtCWBL1,26TCLiuQ4VRT,YVBAT3QqF9Qj,98.44,56.27,154.71
Ml86VbZ2hIxv,K3zKaaMHNWw3,QAf06UklpcpU,266.55,38.78,305.33000000000004
IhTbYuQqXSZR,pIIdjguylTGV,LLty41IbV7xo,122.11,35.74,157.85
b3dqJ5UjZQzO,10L2iYzQO5ip,1tQEjUJuOyJ8,389.89,30.8,420.69
odIhrJXDow6f,qsVHRKRiJaLD,jGMM5Ez3f6X2,125.46,47.49,172.95
sVtgEhDIbnAV,qARCizrzG6fV,A7s2wiNKJ3HW,49.2,19.36,68.56
hlXReR172La2,OcDhKrc1KXWu,q9r4WZ0jN1Tr,78.5,32.79,111.28999999999999
DLyDpx3dui2C,GLkO1SLgrt4F,ffUNNLStwOip,403.9,23.57,427.46999999999997
dOg7RThPPRQG,0hc202udOxbI,TD2AMTmc5Ixg,238.64,12.28,250.92
9riPV6HCMklb,8qYOGsMnHggJ,4dCTuSwggSGX,406.05,67.42,473.47
coBraY9CoajO,SLTlrWtcYt1m,r7VxefoTVHbb,2899.0,67.36,2966.36
cbHCqC0AdhqO,opWoTU2BWbGr,RlOHlMxGbwXj,359.6,75.05,434.65000000000003
QuOdY1NTl8b5,Q4rYoT8u8K7E,Ty2rCht628LC,181.9,39.32,221.22
nZ7fBMp4jnQO,RdONtksxbp3c,ruq0u2ZpAMDr,18.04,76.92,94.96000000000001
A5PB4qecEWcj,X2d3j9rqzZoc,3KuTukGXgD7C,37.84,86.73,124.57000000000001
3GkXVVELNpAC,1u0EG5GFrBCB,y9RmCdCgLAfK,403.9,37.93,441.83
tWeLUsfj6fZB,wNK5m4HQOkpQ,pUor1SxgfhQH,112.33,34.33,146.66
AsKIdXPKc28v,cam9nAxaKsns,yWUu6WhwFUAg,820.0,49.72,869.72
tw6TbSENI3Az,DAK3U3bwY3Oq,nQlmkVGs3xYh,171.9,30.66,202.56
sukgzYBu9XGL,0vbEvli2JYJu,RKad98cTxhSb,95.03,14.25,109.28
UMX7DfvHTwHM,1Lv85CQ00iGe,RKad98cTxhSb,32.5,44.29,76.78999999999999
QTSkIfW2n6R4,9NwzO0Pm0fDM,r7VxefoTVHbb,2899.0,96.55,2995.55
dEgajfGXh6X4,bw4D1I6O0ayl,K0qPVGdA91KO,779.0,64.63,843.63
RK8LKFXIDSOL,uIWMzG16Nyx7,xzmMhXxNkqJ3,198.5,104.16,302.65999999999997
