order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,delivery_delay,delivery_time,order_year_month,order_year,order_month,customer_zip_code_prefix,customer_city,customer_state
UA7AmfAWiuRS,gn0emoRHP7sO,delivered,2018-02-14 11:08:40,2018-02-14 11:28:17,2018-02-24 00:08:33,2018-03-09,-13.0,9.0,2018-02,2018,2,14470,sao paulo,SP
VWRI8R4UJdqb,vzf9CQ6dBAwU,delivered,2018-01-14 09:06:06,2018-01-14 09:17:29,2018-01-25 19:04:07,2018-02-20,-26.0,11.0,2018-01,2018,1,19816,nova xavantina,MT
i6OgGpIUtp9H,jj3C7TASAaR1,delivered,2017-07-23 20:30:29,2017-07-25 03:45:38,2017-07-28 20:06:50,2017-08-10,-13.0,4.0,2017-07,2017,7,73813,porto alegre,RS
6JPYNOsAuEep,x3Rl1TOGEKo9,delivered,2018-07-01 01:57:58,2018-07-01 02:48:59,2018-07-13 20:12:40,2018-08-09,-27.0,12.0,2018-07,2018,7,42843,curitiba,PR
7UkQ3QehlbbW,auTG60Goy7na,delivered,2018-08-14 17:26:15,2018-08-14 18:24:01,2018-08-25 00:08:29,2018-09-06,-12.0,10.0,2018-08,2018,8,73980,cerqueira cesar,SP
k10hpMXCqlon,U90LbdPUFccK,delivered,2017-03-14 09:53:26,2017-03-14 09:53:26,2017-03-20 08:35:19,2017-04-06,-17.0,5.0,2017-03,2017,3,72860,rio de janeiro,RJ
CatishPsIgps,zuQVCh7STJeP,delivered,2017-11-13 15:09:43,2017-11-13 15:30:31,2017-11-23 20:16:07,2017-12-08,-15.0,10.0,2017-11,2017,11,15750,botucatu,SP
z1xoruTzsdYF,c1XYE5oaPy5K,delivered,2017-12-07 20:33:24,2017-12-07 20:51:05,2017-12-27 18:19:53,2018-01-08,-12.0,19.0,2017-12,2017,12,89253,uba,MG
szyBuxEh64sx,jp0a7LMyBah4,delivered,2017-08-03 13:59:34,2017-08-03 15:15:14,2017-08-15 18:03:54,2017-08-29,-14.0,12.0,2017-08,2017,8,6172,venancio aires,RS
7TBYDDBdqPy1,IJpOuT7p0goX,delivered,2018-08-09 15:02:10,2018-08-09 17:10:20,2018-08-20 23:22:32,2018-08-21,-1.0,11.0,2018-08,2018,8,67145,santa rita do sapucai,MG
zFEQnuUZnrtq,Jrn9tBz5k2Tw,delivered,2017-11-25 00:22:16,2017-11-25 03:11:59,2017-11-30 20:55:54,2017-12-11,-11.0,5.0,2017-11,2017,11,74030,sao vicente,SP
otc5kpLhqCcg,1Esgk028b9rO,delivered,2017-09-09 14:03:48,2017-09-09 14:15:13,2017-09-25 22:08:43,2017-09-28,-3.0,16.0,2017-09,2017,9,78559,rio de janeiro,RJ
fFKwDlyqAtoC,JhyqfNzdf2A8,delivered,2018-03-15 13:18:35,2018-03-16 03:45:27,2018-03-29 16:42:28,2018-04-17,-19.0,14.0,2018-03,2018,3,37545,franca,SP
GQwHE0kz5Nrz,o09wQDTGEm28,delivered,2018-05-02 15:40:15,2018-05-02 16:19:50,2018-05-11 12:33:07,2018-05-29,-18.0,8.0,2018-05,2018,5,71050,porto alegre,RS
ZYwKahB9Mm5D,kfMrlDnQDMXw,delivered,2017-10-06 10:48:07,2017-10-06 10:56:17,2017-10-21 15:47:55,2017-11-09,-19.0,15.0,2017-10,2017,10,3728,curitiba,PR
hYhjvyY23tw6,TvXSnTIcr11z,delivered,2018-07-06 14:00:33,2018-07-07 13:55:10,2018-08-01 19:39:52,2018-08-08,-7.0,26.0,2018-07,2018,7,83604,sao paulo,SP
94sOQaJ6lvqP,DSIFLCIWmpqK,delivered,2017-11-21 17:02:45,2017-11-21 17:11:22,2017-12-01 18:13:42,2017-12-15,-14.0,10.0,2017-11,2017,11,71591,guarulhos,SP
X4NI9itkOtO6,JyvCAaZahFCk,delivered,2017-06-06 11:52:48,2017-06-08 02:50:28,2017-06-16 16:27:53,2017-06-30,-14.0,10.0,2017-06,2017,6,6515,guaramirim,SC
Eq3KyCub5yZd,DZfMU81SCojP,delivered,2017-07-16 21:14:32,2017-07-16 21:25:17,2017-07-22 13:52:55,2017-08-14,-23.0,5.0,2017-07,2017,7,33805,jaragua do sul,SC
pP4E9vHWcJpV,shK5VWdLUlKI,delivered,2017-02-07 18:06:18,2017-02-07 18:15:16,2017-02-16 13:15:02,2017-03-08,-20.0,8.0,2017-02,2017,2,63020,sao jose dos campos,SP
DbpaGc7r5qlC,jV2iKkLQKBft,delivered,2017-08-31 17:47:19,2017-08-31 18:05:09,2017-09-11 20:46:53,2017-10-02,-21.0,11.0,2017-08,2017,8,5731,mesquita,RJ
ajg8xWM2ohQ8,Qv2rwlge2MP9,delivered,2018-02-12 10:09:45,2018-02-12 10:28:10,2018-03-02 20:07:47,2018-03-13,-11.0,18.0,2018-02,2018,2,37795,serra,ES
OpWxsVWg8s7P,sKMoQnb4wb9G,delivered,2018-03-10 18:05:33,2018-03-10 18:15:25,2018-03-22 00:03:27,2018-04-03,-12.0,11.0,2018-03,2018,3,75254,belo horizonte,MG
juARwNum6s5E,wMf4QG9LK81Z,delivered,2018-03-26 13:02:11,2018-03-26 13:15:28,2018-03-29 20:18:55,2018-04-06,-8.0,3.0,2018-03,2018,3,1424,sao caetano do sul,SP
FWJbgnmDVTKA,elY9GGhY5HnW,delivered,2017-11-10 23:46:05,2017-11-10 23:55:22,2017-11-23 19:22:12,2017-12-04,-11.0,12.0,2017-11,2017,11,64023,balneario camboriu,SC
gJz3dHQTDzPX,sfUHQXAPXHXF,delivered,2018-08-18 23:06:14,2018-08-20 19:10:03,2018-08-29 19:42:15,2018-09-04,-6.0,10.0,2018-08,2018,8,33930,rio de janeiro,RJ
ySnnuhXbkPPl,1afepPHxrLav,delivered,2018-05-16 12:27:20,2018-05-16 12:54:00,2018-05-22 12:59:08,2018-06-19,-28.0,6.0,2018-05,2018,5,48840,rio de janeiro,RJ
oWCrjn4pCCLh,Br8Wcj8ZeRst,delivered,2017-08-09 12:30:18,2017-08-11 04:26:18,2017-08-25 18:05:13,2017-08-31,-6.0,16.0,2017-08,2017,8,13960,concordia,SC
KgyMCv4MZtom,de7PfnWIzMun,delivered,2018-08-09 21:42:50,2018-08-11 02:45:23,2018-08-16 22:46:35,2018-08-16,0.0,7.0,2018-08,2018,8,42835,campinas,SP
7YwsOb2qN56g,hXr3hOof8WwQ,delivered,2018-04-14 00:53:37,2018-04-14 01:09:24,2018-04-20 20:19:26,2018-05-09,-19.0,6.0,2018-04,2018,4,48430,sao paulo,SP
V0S7ckvFUIj0,boh6gNgevm3a,delivered,2017-02-09 15:03:09,2017-02-09 15:10:23,2017-02-23 11:27:50,2017-03-15,-20.0,13.0,2017-02,2017,2,84285,sao paulo,SP
Gt0fB0beIbAT,EoFZWGmGjNK0,delivered,2017-12-09 01:11:26,2017-12-09 01:43:53,2017-12-28 21:24:55,2018-01-04,-7.0,19.0,2017-12,2017,12,83025,bebedouro,SP
t8gvD5UhDqoa,j3PAkX8im9Zd,delivered,2018-07-12 10:27:03,2018-07-13 10:25:07,2018-07-23 21:18:05,2018-07-31,-8.0,11.0,2018-07,2018,7,68730,turmalina,MG
0J1TcAUsXPo6,EUtkgf9LevNe,delivered,2017-11-26 09:29:07,2017-11-26 09:54:21,2017-12-06 20:51:36,2017-12-20,-14.0,10.0,2017-11,2017,11,4213,rio de janeiro,RJ
WvcMjrVyAngl,xzolDs75loKN,delivered,2018-06-19 19:37:00,2018-06-19 20:16:21,2018-06-21 17:36:34,2018-06-29,-8.0,1.0,2018-06,2018,6,75708,sao paulo,SP
Q6OrW0V1BoU6,ylFcV68VEbGf,delivered,2018-01-21 16:34:52,2018-01-24 08:31:52,2018-02-04 10:08:55,2018-02-14,-10.0,13.0,2018-01,2018,1,1501,ubatuba,SP
laIMjG1umfH9,fT2NMm48R6dc,delivered,2017-08-16 19:02:40,2017-08-16 20:25:16,2017-09-27 08:08:57,2017-09-20,7.0,41.0,2017-08,2017,8,83209,joaquim nabuco,PE
knemkyPrsXbS,E4H6F1cdam0o,delivered,2018-03-21 15:06:40,2018-03-23 02:15:35,2018-04-04 15:58:54,2018-05-04,-30.0,14.0,2018-03,2018,3,5350,barra da estiva,BA
UjLcwgm0TUpd,HGj4XcFHUOhK,delivered,2017-06-06 22:05:30,2017-06-06 22:15:13,2017-06-08 17:22:30,2017-06-20,-12.0,1.0,2017-06,2017,6,17860,santo andre,SP
vngXHgruG9uF,NIGRETir7ER4,delivered,2018-03-18 22:28:09,2018-03-18 22:48:20,2018-03-29 16:21:19,2018-04-13,-15.0,10.0,2018-03,2018,3,30672,fortaleza,CE
Oy1aaxWxlqZH,uN6XTyqMHTua,delivered,2018-04-30 09:51:50,2018-04-30 10:15:48,2018-05-03 17:18:41,2018-05-14,-11.0,3.0,2018-04,2018,4,37706,guarulhos,SP
HcnwX1dYIp1K,RV8oAU74Ty0L,delivered,2017-10-18 12:34:11,2017-10-19 02:49:13,2017-10-31 18:57:30,2017-11-07,-7.0,13.0,2017-10,2017,10,4375,sao paulo,SP
7k80isXmGZBe,58uP9r87ikdL,delivered,2018-07-23 14:27:37,2018-07-23 16:46:02,2018-07-25 18:18:36,2018-07-31,-6.0,2.0,2018-07,2018,7,59930,piracicaba,SP
qULDYlOI9nin,W7cbUmCp6AQV,delivered,2017-09-22 11:16:39,2017-09-26 04:07:12,2017-10-05 21:07:46,2017-10-19,-14.0,13.0,2017-09,2017,9,3971,ponta grossa,PR
PqAKpoMxY2wd,Rt5t4VpfE70J,delivered,2018-04-09 14:19:27,2018-04-10 07:35:24,2018-04-26 01:18:40,2018-05-07,-11.0,16.0,2018-04,2018,4,49100,carangola,MG
ARO9cf12Y4wx,Ksl9xD8v8ilO,delivered,2018-03-24 09:37:26,2018-03-24 11:41:17,2018-03-28 14:37:52,2018-04-10,-13.0,4.0,2018-03,2018,3,87930,sao paulo,SP
WPyZY7c41B5J,bXgvdV74Xxu2,delivered,2018-05-13 13:05:02,2018-05-13 13:33:22,2018-05-15 19:37:06,2018-05-24,-9.0,2.0,2018-05,2018,5,62050,sao paulo,SP
UiEWEIYm1Vua,OiUMii6OuAyO,delivered,2018-08-08 14:27:15,2018-08-09 08:50:17,2018-08-21 15:33:32,2018-08-27,-6.0,13.0,2018-08,2018,8,83203,porto alegre,RS
aQrmTCUXPI9I,Eb0M1LiNK0O3,delivered,2018-07-30 20:33:35,2018-07-31 20:30:55,2018-08-10 19:05:42,2018-09-11,-32.0,10.0,2018-07,2018,7,4286,presidente medici,MA
YWVXluG76sUp,8GvFhyGypVIT,delivered,2018-05-08 17:26:05,2018-05-09 17:36:16,2018-05-11 19:33:04,2018-05-16,-5.0,3.0,2018-05,2018,5,12032,sao paulo,SP
iJyuWAdXV1dk,DtUMLrJrnLjX,delivered,2017-09-16 17:04:01,2017-09-16 17:24:22,2017-09-22 21:22:14,2017-10-05,-13.0,6.0,2017-09,2017,9,65220,pedreira,SP
q39PDrnyoSet,gPOmkZQF8nrr,delivered,2018-01-08 17:18:27,2018-01-08 17:31:22,2018-01-16 21:51:28,2018-02-14,-29.0,8.0,2018-01,2018,1,57840,brasilia,DF
4slfHdXkywoX,Hj4BV2X9Qo0K,delivered,2017-12-18 14:54:52,2017-12-19 09:51:41,2018-01-03 19:32:32,2018-01-10,-7.0,16.0,2017-12,2017,12,2851,sapiranga,RS
lrfTMFA7BkFy,j2Ianm9Djnhc,delivered,2018-05-22 10:59:16,2018-05-22 11:15:28,2018-06-08 23:25:29,2018-06-08,0.0,17.0,2018-05,2018,5,18043,nova iguacu,RJ
U7E5BTR90sh9,t2sQ6i4TqzCN,delivered,2017-06-01 09:03:05,2017-06-02 04:22:56,2017-06-09 15:42:47,2017-06-26,-17.0,8.0,2017-06,2017,6,83075,curitiba,PR
7iFzpISj2kgk,c0NLh5VgQJmS,delivered,2017-10-25 23:21:21,2017-10-25 23:35:16,2017-11-21 12:44:48,2017-11-24,-3.0,26.0,2017-10,2017,10,70742,rio de janeiro,RJ
fW3HO4Wvp2Gu,ca36o3lhRld6,delivered,2017-08-14 09:32:27,2017-08-16 03:25:37,2017-08-29 18:35:43,2017-09-05,-7.0,15.0,2017-08,2017,8,1534,lavras,MG
Wo3jppvpG5FG,sxlzsgbJB1lD,delivered,2018-07-10 16:08:55,2018-07-10 16:25:49,2018-07-18 17:08:31,2018-07-27,-9.0,8.0,2018-07,2018,7,9629,foz do iguacu,PR
C9htF8medO3T,scdp0Cy79IxR,delivered,2018-03-20 09:29:26,2018-03-20 09:48:16,2018-03-28 15:14:52,2018-04-16,-19.0,8.0,2018-03,2018,3,91060,catu,BA
UfF43wTFtdU1,yUPKCEmRxlX6,delivered,2018-07-16 14:08:47,2018-07-16 14:20:16,2018-07-23 22:21:43,2018-08-02,-10.0,7.0,2018-07,2018,7,4854,uberlandia,MG
Tj1S617D2m4Z,3iLR5yUZhBqk,delivered,2017-12-02 12:46:59,2017-12-02 12:58:40,2017-12-06 17:24:43,2017-12-20,-14.0,4.0,2017-12,2017,12,26271,jaragua do sul,SC
rJSisZDPNBPL,nUGUePKiAIZp,delivered,2018-02-11 00:50:02,2018-02-15 04:11:08,2018-03-07 00:09:34,2018-03-13,-6.0,23.0,2018-02,2018,2,64400,natal,RN
0ka5GjrTAGPL,CKXFcgGYcZWr,delivered,2018-03-05 12:03:36,2018-03-06 11:55:47,2018-03-09 20:48:40,2018-03-15,-6.0,4.0,2018-03,2018,3,59037,sao bernardo do campo,SP
ITRZUU501J3H,tjoa9SrYe9BN,delivered,2018-05-28 17:20:02,2018-05-28 17:35:09,2018-06-07 18:38:24,2018-07-19,-42.0,10.0,2018-05,2018,5,1243,rio de janeiro,RJ
AKthVQJmR8Xo,nabp3aKP6x08,delivered,2018-01-10 16:42:22,2018-01-10 16:49:36,2018-01-18 13:47:04,2018-02-02,-15.0,7.0,2018-01,2018,1,1233,sao joaquim da barra,SP
wy35vWmwleH3,DquPrT3OHStm,delivered,2017-09-06 12:37:51,2017-09-06 12:50:18,2017-09-11 22:03:00,2017-09-25,-14.0,5.0,2017-09,2017,9,39530,praia grande,SP
IMmolKIwyaL8,iGfrC0zFYDdE,delivered,2018-07-02 10:34:59,2018-07-02 10:50:12,2018-07-09 21:16:33,2018-07-27,-18.0,7.0,2018-07,2018,7,78254,contagem,MG
rn5fu6Gw0gN7,XwR5T2HNH8u3,delivered,2017-11-10 12:12:10,2017-11-10 15:51:47,2017-11-21 19:29:18,2017-11-24,-3.0,11.0,2017-11,2017,11,60520,sao bernardo do campo,SP
sJPZMA0Srqhr,4UKWPLUdIRDX,delivered,2018-07-14 14:46:54,2018-07-17 04:32:07,2018-08-07 17:43:53,2018-08-24,-17.0,24.0,2018-07,2018,7,6716,manaus,AM
dIfzu3Zvfc4o,PlK330XnTeql,delivered,2018-04-17 12:34:27,2018-04-17 12:53:41,2018-05-07 18:58:41,2018-05-14,-7.0,20.0,2018-04,2018,4,26086,sao jose do rio preto,SP
UUgINzlZhwZ5,gClY00n45bNJ,delivered,2017-09-13 23:19:51,2017-09-13 23:30:11,2017-09-15 19:51:12,2017-09-25,-10.0,1.0,2017-09,2017,9,2932,sao paulo,SP
IFV8OBRJTJ41,fHAG1oFB0hVo,delivered,2017-01-19 14:38:27,2017-01-19 14:50:07,2017-01-23 12:38:48,2017-02-27,-35.0,3.0,2017-01,2017,1,60742,pocos de caldas,MG
qDqAyzjenbqD,hy18Uid4HfnN,delivered,2018-06-11 20:59:33,2018-06-12 05:16:42,2018-07-06 19:38:44,2018-07-18,-12.0,24.0,2018-06,2018,6,68590,santa maria,RS
OwhRf90zW9Ma,OgqnuJCnXHLl,delivered,2017-10-18 12:56:16,2017-10-20 17:49:27,2017-10-30 19:05:31,2017-11-14,-15.0,12.0,2017-10,2017,10,11440,sao vicente,SP
UNGMgnIcu75o,8pVanQKND0BU,delivered,2018-05-18 02:07:42,2018-05-19 03:12:59,2018-06-07 23:03:59,2018-06-13,-6.0,20.0,2018-05,2018,5,89890,mesquita,RJ
5wbAdMFrYtt3,0KH1WpVepE8a,delivered,2018-04-14 00:58:00,2018-04-17 05:51:20,2018-04-20 22:51:26,2018-05-02,-12.0,6.0,2018-04,2018,4,5397,sao jose dos campos,SP
igmoO0LJ8nSh,0iEGjLPibWn8,delivered,2017-12-03 21:35:37,2017-12-03 22:58:10,2017-12-16 00:42:30,2018-01-02,-17.0,12.0,2017-12,2017,12,85869,salvador,BA
dgrD9aOjonmj,kTEejHX4zMZD,delivered,2018-05-21 22:48:51,2018-05-22 02:15:42,2018-06-05 19:42:39,2018-06-11,-6.0,14.0,2018-05,2018,5,78050,campo grande,MS
2cyrnrOTAP34,1xvAEHE3dGQo,delivered,2017-12-26 16:40:32,2017-12-26 16:53:29,2018-01-04 14:29:36,2018-01-19,-15.0,8.0,2017-12,2017,12,38415,rio de janeiro,RJ
WLIoq1k5nqca,1B008Pg5l9FX,delivered,2017-01-21 19:46:23,2017-01-21 20:01:50,2017-02-09 15:44:10,2017-03-15,-34.0,18.0,2017-01,2017,1,2862,rio branco,AC
ssoi92r2v4aQ,GOBDuyFmQDFU,delivered,2018-08-10 14:10:21,2018-08-11 08:50:17,2018-08-22 15:24:40,2018-09-18,-27.0,12.0,2018-08,2018,8,13025,belem,PA
eDuUdQ289rOz,4K63CfJdw5ZN,delivered,2018-02-25 11:24:39,2018-02-27 04:31:10,2018-05-03 00:48:41,2018-03-21,43.0,66.0,2018-02,2018,2,58540,rio de janeiro,RJ
bxAH0hdPK8Ve,c6Iy60pTXNtT,delivered,2017-06-27 11:18:05,2017-06-29 03:04:23,2017-07-06 17:32:08,2017-07-19,-13.0,9.0,2017-06,2017,6,60326,sao goncalo,RJ
bemTDG5L0BAm,tEigEFC88w9J,delivered,2018-06-15 16:28:59,2018-06-15 17:02:23,2018-06-22 22:14:30,2018-07-11,-19.0,7.0,2018-06,2018,6,83560,guarulhos,SP
gdqNFQSD1DOz,rb8DPrswRgpG,delivered,2017-11-11 20:15:51,2017-11-12 20:26:28,2017-11-26 17:05:00,2017-12-07,-11.0,14.0,2017-11,2017,11,93042,sao pedro da aldeia,RJ
83Qyag5AG8QP,n6aPIBywsZ3R,delivered,2017-11-27 15:53:04,2017-11-27 16:10:51,2017-12-19 20:17:02,2017-12-19,0.0,22.0,2017-11,2017,11,54250,belo horizonte,MG
mc0A6CasWWlx,3LGn5WIZpzeY,delivered,2018-01-05 15:05:30,2018-01-05 16:09:05,2018-01-18 21:28:35,2018-02-15,-28.0,13.0,2018-01,2018,1,1501,ubatuba,SP
Uemyz3ArFRGc,IH6fThNrJMzK,delivered,2018-01-09 19:32:16,2018-01-10 10:32:00,2018-01-11 21:26:01,2018-01-26,-15.0,2.0,2018-01,2018,1,95960,diadema,SP
dqP2rDoGSpeG,Pjy84Tdfsr7G,delivered,2018-01-02 12:13:57,2018-01-02 12:29:22,2018-01-11 22:42:10,2018-01-24,-13.0,9.0,2018-01,2018,1,99030,belo horizonte,MG
lxHrAq4Jj6Jt,gxDKaGiAkJ4K,delivered,2017-11-25 13:12:27,2017-11-25 13:33:58,2017-12-05 17:52:06,2017-12-18,-13.0,10.0,2017-11,2017,11,1256,rio de janeiro,RJ
3mXJZS5El9wz,2i5Ex9zZPkfD,delivered,2017-06-13 11:55:18,2017-06-13 12:15:22,2017-06-26 14:36:46,2017-07-14,-18.0,13.0,2017-06,2017,6,95720,triunfo,RS
mbrY1nnoDxP1,g2WOuRACnImq,delivered,2018-02-12 21:18:43,2018-02-12 21:30:30,2018-02-26 22:48:45,2018-03-12,-14.0,14.0,2018-02,2018,2,20221,lauro de freitas,BA
j7YPOYKlcVcM,8k1gNJQ0QUil,delivered,2017-12-21 17:42:53,2017-12-21 17:55:20,2017-12-29 17:08:05,2018-01-26,-28.0,7.0,2017-12,2017,12,68620,braganca paulista,SP
TNRlbAOQwBnL,jFPzfeZnq4JC,delivered,2018-01-07 15:30:53,2018-01-07 15:39:19,2018-01-13 01:32:06,2018-02-01,-19.0,5.0,2018-01,2018,1,5122,contagem,MG
7uzMQYJz8Dki,Zg8NlB6u62LQ,delivered,2017-10-11 14:18:00,2017-10-11 14:42:32,2017-10-20 19:07:47,2017-10-24,-4.0,9.0,2017-10,2017,10,68501,sao caetano do sul,SP
lZPRH3PrX25J,XiPxZrBtZdqC,delivered,2017-10-30 13:28:30,2017-11-01 03:26:30,2017-11-10 23:34:48,2017-11-27,-17.0,11.0,2017-10,2017,10,44230,igarapava,SP
3l8WL7ClZWbq,uzXkrELqORyv,delivered,2018-02-23 13:12:21,2018-02-23 13:29:40,2018-03-06 12:18:45,2018-03-16,-10.0,10.0,2018-02,2018,2,5452,juiz de fora,MG
GuKlPkkktPuu,5FbGnpzYf5Dd,delivered,2018-03-14 14:37:15,2018-03-16 03:25:20,2018-04-02 19:12:23,2018-04-05,-3.0,19.0,2018-03,2018,3,23067,curitiba,PR
lhI9KmHimSGh,0bqv5KSYyylm,delivered,2017-11-30 10:48:32,2017-11-30 11:02:38,2017-12-12 16:58:44,2017-12-21,-9.0,12.0,2017-11,2017,11,35188,sao paulo,SP
C7lcVV4ccCRX,i8gppCnGO4A2,delivered,2017-04-20 09:57:34,2017-04-20 10:05:45,2017-05-02 14:33:30,2017-05-24,-22.0,12.0,2017-04,2017,4,5619,manaus,AM
pNn4Y9QaSsZF,duAw2MUx8uVd,delivered,2017-06-13 20:02:30,2017-06-13 20:15:14,2017-07-04 15:02:57,2017-07-10,-6.0,20.0,2017-06,2017,6,88350,passo fundo,RS
XzhRnrXgVkim,JncjjOrSIf7o,delivered,2018-03-12 14:55:12,2018-03-14 02:49:03,2018-04-24 18:42:07,2018-03-29,26.0,43.0,2018-03,2018,3,41810,sao joao de meriti,RJ
cPzHqIP5N2ZB,q1PDJD2zrKrN,delivered,2018-01-17 18:06:57,2018-01-17 18:17:40,2018-01-26 01:09:15,2018-02-07,-12.0,8.0,2018-01,2018,1,27470,presidente prudente,SP
apObsGUApgGX,sZYBsp55JUaX,delivered,2017-04-23 21:58:13,2017-04-23 22:10:13,2017-05-19 15:23:59,2017-05-24,-5.0,25.0,2017-04,2017,4,72280,salvador,BA
iHLImUK9qHX8,Vihvk9hYfV48,delivered,2017-02-26 14:53:38,2017-02-26 15:05:17,2017-03-13 12:28:10,2017-03-30,-17.0,14.0,2017-02,2017,2,81290,valenca,BA
sqMCzh94zfTR,kKNQg9JCx9QN,delivered,2017-12-14 05:27:09,2017-12-14 05:35:38,2018-01-03 22:58:39,2018-01-12,-9.0,20.0,2017-12,2017,12,35189,vila velha,ES
Jebyuz3Q2IGG,uMbBN41Gz7JE,delivered,2017-11-24 00:34:46,2017-11-24 01:10:12,2017-12-14 19:46:40,2017-12-27,-13.0,20.0,2017-11,2017,11,50741,pocos de caldas,MG
hsXgKggUQUZD,IwZ5LKY485lJ,delivered,2018-05-15 19:07:17,2018-05-15 19:36:09,2018-05-18 16:57:26,2018-05-29,-11.0,2.0,2018-05,2018,5,5016,sao paulo,SP
5fQcY9Xk24ct,ORPgoQDrmT1l,delivered,2018-01-16 15:32:22,2018-01-16 15:50:38,2018-01-30 01:48:46,2018-02-20,-21.0,13.0,2018-01,2018,1,31680,belem,PA
f4sy8uADEJxn,GrUUjfmDcuGh,delivered,2018-02-17 03:01:19,2018-02-20 07:26:55,2018-03-02 17:09:30,2018-03-20,-18.0,13.0,2018-02,2018,2,23550,matinhos,PR
ivEpEYP1fNXE,stRbqQvcoAYX,delivered,2018-08-03 13:37:28,2018-08-03 13:50:20,2018-08-16 21:03:23,2018-08-31,-15.0,13.0,2018-08,2018,8,3279,salvador,BA
864xuestw88J,DU1P2Zd2sCZr,delivered,2018-06-07 21:41:19,2018-06-07 21:54:43,2018-06-15 17:28:42,2018-07-05,-20.0,7.0,2018-06,2018,6,57635,campos dos goytacazes,RJ
DeMRSRkC9ckQ,i7SnxbqwziFR,delivered,2017-08-30 11:52:46,2017-09-02 09:30:12,2017-09-18 21:17:51,2017-10-03,-15.0,19.0,2017-08,2017,8,25908,belem,PA
XQGiPXW0JfU5,wgC6lBWQSgO7,delivered,2017-07-24 09:33:52,2017-07-24 09:50:14,2017-07-26 20:42:24,2017-08-04,-9.0,2.0,2017-07,2017,7,68620,braganca paulista,SP
p7RzY84HkixM,4LS8aIZ2yuYv,delivered,2018-01-01 15:54:17,2018-01-01 16:06:57,2018-01-09 17:40:02,2018-01-26,-17.0,8.0,2018-01,2018,1,27330,brasilia,DF
22uN4mx3Y9LW,A1rN10h2HMu5,delivered,2018-01-03 09:16:57,2018-01-05 02:38:36,2018-01-15 18:52:52,2018-01-30,-15.0,12.0,2018-01,2018,1,58073,araucaria,PR
7MjpD87GnJE3,hE2qUREALTaO,delivered,2017-08-06 19:40:37,2017-08-06 19:55:06,2017-08-11 13:49:50,2017-08-25,-14.0,4.0,2017-08,2017,8,3966,pitangueiras,SP
pA9jC8YQNpU8,12EowIEPWSan,delivered,2018-05-16 18:10:37,2018-05-16 18:41:39,2018-06-12 20:21:27,2018-06-08,4.0,27.0,2018-05,2018,5,7835,valenca,RJ
KX2n4xknaE2V,GoSNPAwbru1s,delivered,2018-05-30 02:19:29,2018-05-30 02:35:11,2018-06-11 17:23:41,2018-07-13,-32.0,12.0,2018-05,2018,5,95250,salvador,BA
rtVHTPnMhXar,fu1HWpPm3qtJ,delivered,2018-04-02 20:25:56,2018-04-02 20:35:17,2018-04-11 11:14:31,2018-04-25,-14.0,8.0,2018-04,2018,4,89650,arace,ES
1QmkfUfyDM0P,Jb6316xJmsLd,delivered,2017-10-30 22:06:35,2017-10-31 10:28:11,2017-11-06 21:06:43,2017-11-16,-10.0,6.0,2017-10,2017,10,91350,passos,MG
RFZUhD6FoxPm,KEj9b6sPdCW0,delivered,2018-03-26 13:03:35,2018-03-26 13:15:41,2018-05-03 13:48:29,2018-05-07,-4.0,38.0,2018-03,2018,3,2804,rio de janeiro,RJ
lZ2g3w7mICk8,7aK7Xkl2chuB,delivered,2018-06-08 08:46:42,2018-06-09 14:31:46,2018-06-25 12:48:25,2018-07-13,-18.0,17.0,2018-06,2018,6,1211,feira de santana,BA
lfeDRsPLDoQB,8jQWbP8W9DXy,delivered,2018-03-02 15:27:05,2018-03-03 02:35:37,2018-03-16 22:12:59,2018-04-04,-19.0,14.0,2018-03,2018,3,78578,curitiba,PR
y2FTy5cvMvuM,bdrk0HiHZTge,delivered,2018-07-05 16:25:40,2018-07-06 02:35:18,2018-07-09 18:16:53,2018-07-27,-18.0,4.0,2018-07,2018,7,15064,paranagua,PR
xYl7XZVe5SdR,qGbS0zcFVMbB,delivered,2018-02-04 22:28:21,2018-02-04 22:49:57,2018-03-13 20:48:39,2018-03-05,8.0,36.0,2018-02,2018,2,33943,presidente venceslau,SP
8gMPQYH8x6Sx,tkE1hzklQCxI,delivered,2018-08-01 22:27:35,2018-08-03 02:45:09,2018-08-16 19:11:58,2018-08-28,-12.0,14.0,2018-08,2018,8,95800,teofilo otoni,MG
bEQLH2hVC9gc,Br5X1hzVq6fj,delivered,2018-05-03 10:46:02,2018-05-03 12:19:35,2018-05-07 18:02:31,2018-05-23,-16.0,4.0,2018-05,2018,5,29901,sao bernardo do campo,SP
uxFKyXwrNY6h,IHOvtNH6J5hk,delivered,2018-01-15 14:03:31,2018-01-15 14:15:23,2018-01-28 14:27:39,2018-02-08,-11.0,13.0,2018-01,2018,1,86940,osasco,SP
Eon7tvTLrLFG,Kc4Qe04TRDh1,delivered,2018-05-08 23:17:15,2018-05-08 23:34:27,2018-05-14 15:19:26,2018-05-18,-4.0,5.0,2018-05,2018,5,6343,piracicaba,SP
