order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery_date,delivery_delay,delivery_time,order_year_month,order_year,order_month,customer_zip_code_prefix,customer_city,customer_state,loyal_customer,kmeans_label,dbscan_label,agglomerative_label,gmm_label
88l9wvjDlivK,XGrLpPZDukzY,delivered,2017-07-24 19:24:34,2017-07-24 19:35:23,2017-07-26 19:12:29,2017-08-04,-9.0,1.0,2017-07,2017,7,79073,poa,SP,0,-1.0,-1.0,-1.0,-1.0
xiXicV8vvlrQ,TdCgRV9b2sT3,delivered,2017-07-11 18:04:08,2017-07-11 18:10:15,2017-07-24 20:47:41,2017-08-02,-9.0,13.0,2017-07,2017,7,4735,queimados,RJ,0,-1.0,-1.0,-1.0,-1.0
7jsUlfIcojdA,VRnkPteHMarF,delivered,2018-01-19 16:47:26,2018-01-23 03:37:23,2018-02-06 18:53:08,2018-02-15,-9.0,18.0,2018-01,2018,1,40480,aparecida de goiania,GO,0,-1.0,-1.0,-1.0,-1.0
gPNjxqNH2KHq,UozR5qRZVIKQ,delivered,2017-11-24 11:18:45,2017-11-24 13:18:33,2017-12-18 16:12:32,2017-12-15,3.0,24.0,2017-11,2017,11,55410,jundiai,SP,0,-1.0,-1.0,-1.0,-1.0
MOsFOj1OWWuL,yuMrn7PF87MQ,delivered,2017-11-25 15:31:09,2017-11-25 15:51:47,2017-12-19 16:22:11,2017-12-19,0.0,24.0,2017-11,2017,11,14120,barra mansa,RJ,0,-1.0,-1.0,-1.0,-1.0
oXLYebUcWxEa,Ru7AICFXMNzw,delivered,2017-08-24 12:21:35,2017-08-24 12:30:14,2017-09-05 13:17:58,2017-09-14,-9.0,12.0,2017-08,2017,8,9402,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
gEW4rTNup0nS,Kc1C6kGFqTef,delivered,2018-04-24 16:02:14,2018-04-24 19:19:17,2018-04-30 16:58:43,2018-05-21,-21.0,6.0,2018-04,2018,4,11070,sao luis,MA,0,-1.0,-1.0,-1.0,-1.0
72EkSfTDfdGy,Wv7S8y1MtKKp,delivered,2018-07-11 15:03:35,2018-07-11 16:47:29,2018-07-21 13:48:32,2018-07-27,-6.0,9.0,2018-07,2018,7,88680,brasilia,DF,0,-1.0,-1.0,-1.0,-1.0
lCahDdjhcjJj,DsJay9lucLe0,delivered,2018-07-31 18:30:33,2018-08-01 03:31:40,2018-08-02 18:24:56,2018-08-03,-1.0,1.0,2018-07,2018,7,20240,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
ELJSn9LAT5Kh,kzk5gIZINcGC,delivered,2018-04-05 11:41:17,2018-04-05 11:55:25,2018-04-12 19:52:47,2018-04-23,-11.0,7.0,2018-04,2018,4,88516,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
8hdRYFTAsPBx,MdbtR4IGUFhi,delivered,2018-05-17 10:25:59,2018-05-17 12:31:59,2018-06-08 21:12:16,2018-06-13,-5.0,22.0,2018-05,2018,5,65907,gravatai,RS,0,-1.0,-1.0,-1.0,-1.0
5pChDahpCy4b,y6R94CtWFaCf,delivered,2017-06-23 14:53:39,2017-06-23 15:05:30,2017-07-13 17:53:21,2017-07-28,-15.0,20.0,2017-06,2017,6,29160,luis correia,PI,0,-1.0,-1.0,-1.0,-1.0
SdUHYjHqkOdZ,Cc4o9ekvvutY,delivered,2018-08-13 19:22:29,2018-08-13 19:30:22,2018-08-20 17:38:41,2018-09-13,-24.0,6.0,2018-08,2018,8,15190,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
LEoLHs2cujgW,eGTQNubIUDjn,delivered,2018-07-03 09:54:45,2018-07-05 16:20:20,2018-07-11 23:12:06,2018-07-30,-19.0,8.0,2018-07,2018,7,30690,marilia,SP,0,-1.0,-1.0,-1.0,-1.0
RvVTWJawrrfN,zNH8PZvkVERj,delivered,2018-08-01 13:19:22,2018-08-01 13:32:02,2018-08-21 12:26:46,2018-09-06,-16.0,19.0,2018-08,2018,8,5270,itupiranga,PA,0,-1.0,-1.0,-1.0,-1.0
AsoHWhGEtiOq,QmPq6t0DydIu,delivered,2018-02-15 18:54:00,2018-02-15 19:10:26,2018-04-17 00:52:06,2018-03-16,32.0,60.0,2018-02,2018,2,14095,bom jesus do itabapoana,RJ,0,-1.0,-1.0,-1.0,-1.0
mlz9mSjO1cEe,06WG4JsC6QzQ,delivered,2018-07-31 10:46:12,2018-08-01 02:44:20,2018-08-07 17:56:40,2018-08-16,-9.0,7.0,2018-07,2018,7,19740,brasilia,DF,0,-1.0,-1.0,-1.0,-1.0
QAzHnDcYyzDt,WdOTr4N73N9Z,delivered,2017-08-28 11:26:24,2017-08-28 11:35:22,2017-09-02 13:00:03,2017-09-18,-16.0,5.0,2017-08,2017,8,64082,cachoeiro de itapemirim,ES,0,-1.0,-1.0,-1.0,-1.0
cqGfIZjzltMj,6AXfJU2LL7b3,delivered,2018-03-06 09:44:40,2018-03-07 02:15:28,2018-03-20 19:21:45,2018-04-13,-24.0,14.0,2018-03,2018,3,64770,niquelandia,GO,0,-1.0,-1.0,-1.0,-1.0
ULiWDEr0Uq3u,3fbDNBs3wc42,delivered,2017-07-30 14:55:03,2017-08-02 02:36:36,2017-08-12 13:24:56,2017-08-22,-10.0,12.0,2017-07,2017,7,31030,rio de janeiro,RJ,0,-1.0,-1.0,-1.0,-1.0
8UGPceYUng0Q,PRxDIDc0pywZ,delivered,2018-03-26 10:46:08,2018-03-26 11:08:29,2018-04-05 21:26:35,2018-04-11,-6.0,10.0,2018-03,2018,3,17160,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
Budzmea1OFjm,gBlTQStkyem9,delivered,2017-11-23 19:33:21,2017-11-23 19:48:06,2017-12-21 20:17:41,2017-12-22,-1.0,28.0,2017-11,2017,11,37440,campina grande,PB,0,-1.0,-1.0,-1.0,-1.0
zPSrvAsvoT6L,X7t7uLQWkCty,delivered,2017-04-01 10:44:01,2017-04-04 05:55:16,2017-04-06 07:39:49,2017-04-18,-12.0,4.0,2017-04,2017,4,14066,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
rDtLmBdi9Rab,udnlb2RhgFYA,delivered,2017-12-17 19:20:00,2017-12-17 19:34:21,2017-12-19 22:48:50,2018-01-05,-17.0,2.0,2017-12,2017,12,25240,rio de janeiro,RJ,0,-1.0,-1.0,-1.0,-1.0
SO4uiR4Ula4M,Reb2FviBscIi,delivered,2017-11-16 18:15:43,2017-11-17 03:35:39,2017-11-30 19:14:00,2017-12-08,-8.0,14.0,2017-11,2017,11,93490,rio de janeiro,RJ,0,-1.0,-1.0,-1.0,-1.0
HQl7FiUsHRcl,YXmcj4oPcUpj,delivered,2018-01-31 22:30:30,2018-01-31 22:49:04,2018-02-14 19:13:18,2018-02-22,-8.0,13.0,2018-01,2018,1,29900,sao caetano do sul,SP,0,-1.0,-1.0,-1.0,-1.0
vtpi3CdD4xh1,jgBODdeF7hGw,delivered,2017-08-26 17:22:05,2017-08-26 17:35:39,2017-08-31 19:53:05,2017-09-15,-15.0,5.0,2017-08,2017,8,3452,tubarao,SC,0,-1.0,-1.0,-1.0,-1.0
LiwigHwoopkz,C35NVdGYOkEE,delivered,2017-05-08 17:24:01,2017-05-08 17:35:10,2017-05-22 09:17:34,2017-06-07,-16.0,13.0,2017-05,2017,5,60545,jaupaci,GO,0,-1.0,-1.0,-1.0,-1.0
VhaZD6eDOSLz,y2fJtMCwF7pt,invoiced,2017-06-10 02:09:35,2017-06-11 02:10:17,,2017-07-05,,,2017-06,2017,6,95925,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
qwbbCujnj65h,2uWlLXGf9kGT,delivered,2017-11-29 16:23:20,2017-11-29 17:24:50,2017-12-12 21:33:19,2017-12-19,-7.0,13.0,2017-11,2017,11,23870,rio de janeiro,RJ,0,-1.0,-1.0,-1.0,-1.0
0f53zdTQPaW1,cQV3HUmIZq4H,delivered,2017-10-28 20:52:15,2017-10-28 21:10:17,2017-11-07 19:26:31,2017-11-22,-15.0,9.0,2017-10,2017,10,67015,curitiba,PR,0,-1.0,-1.0,-1.0,-1.0
3yMiyzehe9xl,KWmulgnty8hw,delivered,2017-05-29 13:06:03,2017-05-30 04:30:30,2017-06-13 11:53:57,2017-06-27,-14.0,14.0,2017-05,2017,5,58086,crixas,GO,0,-1.0,-1.0,-1.0,-1.0
una5rYwvoyT2,O3B8S7YYc21R,delivered,2018-06-05 23:30:25,2018-06-05 23:52:37,2018-06-11 12:28:27,2018-07-18,-37.0,5.0,2018-06,2018,6,6858,joinville,SC,0,-1.0,-1.0,-1.0,-1.0
IcTa16PAUyt8,mpMJ8tEsw5xk,delivered,2018-04-27 10:01:33,2018-04-27 10:15:31,2018-05-09 18:42:54,2018-05-16,-7.0,12.0,2018-04,2018,4,15868,coronel martins,SC,0,-1.0,-1.0,-1.0,-1.0
75VcKGDs9r5Y,WbVodkni8OIF,delivered,2017-12-15 19:12:27,2017-12-15 20:31:02,2018-01-03 13:40:51,2018-01-10,-7.0,18.0,2017-12,2017,12,59073,rio de janeiro,RJ,0,-1.0,-1.0,-1.0,-1.0
6Wh0pifxdl1W,m5n81Zb6r8Zu,delivered,2018-02-13 12:38:48,2018-02-13 14:35:25,2018-03-01 00:59:03,2018-03-09,-8.0,15.0,2018-02,2018,2,54140,salvador,BA,0,-1.0,-1.0,-1.0,-1.0
C20uvvtbfuV9,sQgEMczLdC1I,delivered,2017-11-25 11:59:13,2017-11-28 03:44:26,2017-12-07 17:33:47,2017-12-20,-13.0,12.0,2017-11,2017,11,74605,mogi das cruzes,SP,0,-1.0,-1.0,-1.0,-1.0
GMA4wMTlfxuy,G0I79WmHA3Ow,delivered,2018-06-25 19:15:12,2018-06-25 19:42:05,2018-06-30 14:36:53,2018-07-26,-26.0,4.0,2018-06,2018,6,88338,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
rcz254xP3PHh,yLpRCgyewpT3,delivered,2017-09-20 19:12:03,2017-09-20 19:25:13,2017-09-23 12:18:06,2017-10-10,-17.0,2.0,2017-09,2017,9,95350,sao caetano do sul,SP,0,-1.0,-1.0,-1.0,-1.0
yZ0oLnwRoFH4,2X1Ezqusb7W3,delivered,2018-03-03 15:35:31,2018-03-03 15:48:37,2018-03-13 16:52:33,2018-03-22,-9.0,10.0,2018-03,2018,3,60125,presidente prudente,SP,0,-1.0,-1.0,-1.0,-1.0
7BzxrurpuWMJ,dzzR0iXGueD1,delivered,2017-07-18 10:39:16,2017-07-20 02:15:13,2017-07-22 12:11:59,2017-07-31,-9.0,4.0,2017-07,2017,7,4308,rio de janeiro,RJ,0,-1.0,-1.0,-1.0,-1.0
ypBnUhbSHrd4,INshjiX27PuJ,delivered,2018-07-24 17:10:04,2018-07-25 02:45:11,2018-07-30 20:43:38,2018-08-07,-8.0,6.0,2018-07,2018,7,89803,ferraz de vasconcelos,SP,0,-1.0,-1.0,-1.0,-1.0
FwoOvC8xxlHC,O2OWEcv1jRQg,delivered,2017-06-25 23:10:29,2017-06-25 23:22:52,2017-07-05 15:22:06,2017-07-18,-13.0,9.0,2017-06,2017,6,2631,rio de janeiro,RJ,0,-1.0,-1.0,-1.0,-1.0
3mMD3Km0zJNA,cqobm31GXQcs,delivered,2017-05-22 22:17:46,2017-05-22 22:30:17,2017-06-02 12:34:34,2017-06-20,-18.0,10.0,2017-05,2017,5,9625,goiatuba,GO,0,-1.0,-1.0,-1.0,-1.0
Pl7tiW6b8z60,lKeaAiTHMieN,delivered,2018-01-29 11:12:03,2018-01-31 13:32:35,2018-02-16 14:31:46,2018-02-20,-4.0,18.0,2018-01,2018,1,19600,queluz,SP,0,-1.0,-1.0,-1.0,-1.0
GbRnjp8oFRJs,qCO4H5nWFXQd,delivered,2017-01-20 17:23:00,2017-01-24 03:35:24,2017-02-10 16:34:57,2017-03-02,-20.0,20.0,2017-01,2017,1,50741,pocos de caldas,MG,0,-1.0,-1.0,-1.0,-1.0
NfhVO863Df97,Lr3bIjbY5LzJ,delivered,2017-11-25 15:28:04,2017-11-25 15:35:02,2017-12-14 17:58:55,2017-12-22,-8.0,19.0,2017-11,2017,11,13076,sao carlos,SC,0,-1.0,-1.0,-1.0,-1.0
frR2BYFlyxBp,h4FZRGgFy60C,delivered,2017-02-17 08:54:33,2017-02-17 09:05:18,2017-02-22 14:18:40,2017-03-16,-22.0,5.0,2017-02,2017,2,9260,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
rDEaJ3IBcXWn,bnx2y6MnLjnB,delivered,2018-01-27 11:20:42,2018-01-29 22:15:25,2018-02-17 00:04:09,2018-03-01,-12.0,20.0,2018-01,2018,1,4248,barreiras,BA,0,-1.0,-1.0,-1.0,-1.0
tDxp7llOavrd,eE2TazgLB8O9,delivered,2018-06-12 13:12:16,2018-06-12 14:46:02,2018-06-18 20:41:38,2018-07-05,-17.0,6.0,2018-06,2018,6,30290,belo horizonte,MG,0,-1.0,-1.0,-1.0,-1.0
nX2FAa1LnM9Y,yCBBjqoJmohM,delivered,2017-11-13 21:55:36,2017-11-15 02:46:48,2017-11-30 16:13:56,2017-12-11,-11.0,16.0,2017-11,2017,11,17606,pedro canario,ES,0,-1.0,-1.0,-1.0,-1.0
0X8gbF8ofZNs,opLx9F6lMmAP,delivered,2017-01-21 19:46:22,2017-01-21 20:01:49,2017-02-13 15:54:10,2017-03-07,-22.0,22.0,2017-01,2017,1,2862,rio branco,AC,0,-1.0,-1.0,-1.0,-1.0
Fc64RM5Hwc1g,OsLZ2t8T9Bfi,delivered,2017-11-29 03:33:53,2017-11-29 03:53:37,2017-12-07 18:09:50,2017-12-20,-13.0,8.0,2017-11,2017,11,15285,brasilia,DF,0,-1.0,-1.0,-1.0,-1.0
CSWEePAsYPq2,zvuGBZV2EAqa,delivered,2017-11-23 16:33:54,2017-11-23 20:49:30,2017-12-05 22:18:42,2017-12-14,-9.0,12.0,2017-11,2017,11,66113,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
u1uKHQ9ndrSQ,UFFSGxLHzPPD,delivered,2018-08-03 10:20:22,2018-08-03 11:00:12,2018-08-10 16:59:41,2018-08-17,-7.0,7.0,2018-08,2018,8,75110,santa maria,RS,0,-1.0,-1.0,-1.0,-1.0
l7iFsD7G53ti,Yz9Hv1JqghAp,delivered,2018-06-12 19:14:55,2018-06-12 19:46:24,2018-06-15 20:26:35,2018-07-20,-35.0,3.0,2018-06,2018,6,37718,itapevi,SP,0,-1.0,-1.0,-1.0,-1.0
MGviopQP4iez,jSBJ56m3GScc,delivered,2018-06-04 20:09:37,2018-06-04 20:31:48,2018-06-08 17:54:26,2018-07-05,-27.0,3.0,2018-06,2018,6,72820,paraguacu paulista,SP,0,-1.0,-1.0,-1.0,-1.0
jQTJ7dUwrJGF,fcVCeBDajATb,delivered,2018-07-31 10:50:07,2018-07-31 11:04:49,2018-08-15 12:03:01,2018-08-31,-16.0,15.0,2018-07,2018,7,25904,ipaporanga,CE,0,-1.0,-1.0,-1.0,-1.0
BGsg9b4TyA91,LNi6mh6gJblc,delivered,2017-11-24 19:51:55,2017-11-24 22:59:11,2017-12-05 17:52:09,2017-12-19,-14.0,10.0,2017-11,2017,11,60336,pirapetinga,MG,0,-1.0,-1.0,-1.0,-1.0
w7Rq9SKGLInB,xmWISnyJYh1R,delivered,2017-05-28 23:54:32,2017-05-29 01:10:20,2017-06-08 11:37:54,2017-06-19,-11.0,10.0,2017-05,2017,5,72320,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
QoF1DZuImOvE,ApLfKM78S2GD,delivered,2017-07-08 16:25:31,2017-07-08 16:35:12,2017-07-24 22:18:49,2017-08-01,-8.0,16.0,2017-07,2017,7,89180,vespasiano,MG,0,-1.0,-1.0,-1.0,-1.0
WWqzOnYMwLEV,Mt9TmcrDtr92,delivered,2018-07-16 15:50:26,2018-07-17 08:15:17,2018-07-28 20:34:29,2018-08-06,-9.0,12.0,2018-07,2018,7,15140,canoas,RS,0,-1.0,-1.0,-1.0,-1.0
04dU4DEadvvd,kdLrEEq4tZ9c,delivered,2017-10-19 20:47:24,2017-10-21 02:56:15,2017-11-03 20:41:49,2017-11-10,-7.0,14.0,2017-10,2017,10,36307,sao luis,MA,0,-1.0,-1.0,-1.0,-1.0
omSgcQPeACMD,kPClC3MbLyyJ,delivered,2018-04-24 14:23:18,2018-04-24 18:03:54,2018-05-08 22:05:24,2018-05-17,-9.0,14.0,2018-04,2018,4,48520,leopoldina,MG,0,-1.0,-1.0,-1.0,-1.0
N9Q70wk3zjuF,bwa7fMOJQv9T,delivered,2017-12-26 17:14:29,2017-12-26 17:29:04,2017-12-28 16:07:33,2018-01-15,-18.0,1.0,2017-12,2017,12,36048,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
FUZm9iBPXNPv,Fda4L3FlDYMe,delivered,2018-02-13 19:11:28,2018-02-13 19:47:04,2018-02-22 19:31:26,2018-03-07,-13.0,9.0,2018-02,2018,2,50680,mogi mirim,SP,0,-1.0,-1.0,-1.0,-1.0
gBtDMkPsh1WI,BCZgYouHGKbE,delivered,2018-04-08 21:48:15,2018-04-08 22:09:38,2018-04-11 23:26:33,2018-04-26,-15.0,3.0,2018-04,2018,4,53320,videira,SC,0,-1.0,-1.0,-1.0,-1.0
7u7A3L3IlFtu,rbRk5s8UdtDb,delivered,2018-01-26 23:07:13,2018-01-26 23:18:28,2018-02-15 21:13:10,2018-02-20,-5.0,19.0,2018-01,2018,1,3412,tatui,SP,0,-1.0,-1.0,-1.0,-1.0
0jQrS40JQi1k,1YJtt7eAAru7,delivered,2017-05-11 10:19:12,2017-05-11 10:25:26,2017-05-22 07:53:53,2017-05-31,-9.0,10.0,2017-05,2017,5,45310,londrina,PR,0,-1.0,-1.0,-1.0,-1.0
N5fOnX1qhCho,Mnu6sXMVW15P,delivered,2017-12-02 18:26:35,2017-12-02 18:35:23,2017-12-19 19:46:39,2017-12-29,-10.0,17.0,2017-12,2017,12,54400,sao jose do rio preto,SP,0,-1.0,-1.0,-1.0,-1.0
mJqpSnmkbISC,ngC94tNcHPeD,delivered,2017-12-04 18:32:03,2017-12-04 19:14:17,2017-12-21 23:54:27,2017-12-27,-6.0,17.0,2017-12,2017,12,1501,ubatuba,SP,0,-1.0,-1.0,-1.0,-1.0
AxUkhTUmOfNy,9wLwBYsmpfyn,delivered,2017-11-24 21:44:07,2017-11-25 00:37:48,2017-12-13 19:12:23,2017-12-20,-7.0,18.0,2017-11,2017,11,60320,marica,RJ,0,-1.0,-1.0,-1.0,-1.0
0HUToC5bdz7R,ZPCW9cSAoJzm,delivered,2017-11-05 22:21:05,2017-11-05 22:30:51,2017-11-21 22:21:15,2017-12-01,-10.0,16.0,2017-11,2017,11,99450,laguna,SC,0,-1.0,-1.0,-1.0,-1.0
1JLIZBo1UIwO,Uv9m10BPS8v9,delivered,2018-02-05 12:43:16,2018-02-05 12:55:42,2018-02-20 15:38:55,2018-03-05,-13.0,15.0,2018-02,2018,2,89111,campinas,SP,0,-1.0,-1.0,-1.0,-1.0
qcPP8ICKMxsh,hEFPkSZutqjK,delivered,2017-12-11 12:05:19,2017-12-13 09:50:07,2018-01-04 17:23:22,2018-01-09,-5.0,24.0,2017-12,2017,12,35042,ribeirao pires,SP,0,-1.0,-1.0,-1.0,-1.0
Af5T1pjI84Rm,oAEcEXPdpqt8,delivered,2017-06-12 13:53:19,2017-06-12 14:05:21,2017-07-04 16:14:37,2017-07-13,-9.0,22.0,2017-06,2017,6,48300,salvador,BA,0,-1.0,-1.0,-1.0,-1.0
OPFDeJB4ReLb,QQvMmzVf2fxN,delivered,2018-03-10 16:15:17,2018-03-10 17:07:54,2018-04-03 19:52:40,2018-04-10,-7.0,24.0,2018-03,2018,3,82210,recife,PE,0,-1.0,-1.0,-1.0,-1.0
0G5crbioBJcQ,95LB9bAJyR9d,delivered,2017-07-14 15:51:29,2017-07-15 03:25:45,2017-07-20 20:23:29,2017-07-31,-11.0,6.0,2017-07,2017,7,19905,santo andre,SP,0,-1.0,-1.0,-1.0,-1.0
gUhwYlS3JsaC,D26rqX2IZ07A,delivered,2017-06-28 14:32:50,2017-06-28 20:05:23,2017-07-24 14:15:35,2017-07-20,4.0,25.0,2017-06,2017,6,68925,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
wOjlRIvAHoxs,tRrUjArR01QO,delivered,2018-03-08 22:19:42,2018-03-09 00:54:48,2018-03-26 15:06:35,2018-03-29,-3.0,17.0,2018-03,2018,3,15085,piranguinho,MG,0,-1.0,-1.0,-1.0,-1.0
vBDI44XsecAd,lYgQHOq555OS,delivered,2018-02-17 16:41:06,2018-02-17 16:55:55,2018-02-27 18:22:43,2018-03-05,-6.0,10.0,2018-02,2018,2,88309,sao jose dos campos,SP,0,-1.0,-1.0,-1.0,-1.0
lJNNY9UdhFbV,q3ULE82wM9mP,delivered,2018-07-05 14:20:56,2018-07-06 14:15:15,2018-07-14 19:12:41,2018-07-24,-10.0,9.0,2018-07,2018,7,36953,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
SKvGVq1bOzra,TNawpKwNqaIR,delivered,2017-09-03 16:48:45,2017-09-03 17:03:46,2017-09-05 21:22:24,2017-09-15,-10.0,2.0,2017-09,2017,9,9551,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
lWDtfiob1IUE,236XVqWAIgbi,delivered,2017-11-27 13:29:05,2017-11-27 13:39:22,2017-12-05 18:38:53,2017-12-21,-16.0,8.0,2017-11,2017,11,2233,jatai,GO,0,-1.0,-1.0,-1.0,-1.0
48MhzfbIs2Zp,8CJ45yxKDeNd,delivered,2017-12-08 12:00:04,2017-12-09 11:55:17,2017-12-21 16:33:10,2018-01-03,-13.0,13.0,2017-12,2017,12,36290,tupa,SP,0,-1.0,-1.0,-1.0,-1.0
51bMiUzGAON1,2NHXHzJCX0Rh,delivered,2017-06-13 16:11:57,2017-06-13 16:25:20,2017-06-22 16:06:33,2017-07-06,-14.0,8.0,2017-06,2017,6,50741,pocos de caldas,MG,0,-1.0,-1.0,-1.0,-1.0
iUMHgW8qXPoV,GrStMtAwL3dg,delivered,2017-05-21 11:02:17,2017-05-21 11:10:21,2017-05-29 13:35:45,2017-06-09,-11.0,8.0,2017-05,2017,5,95335,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
W0582BMI1pLm,9IVc30EWZiIx,delivered,2018-07-26 13:34:47,2018-07-28 02:44:40,2018-08-01 20:43:51,2018-08-09,-8.0,6.0,2018-07,2018,7,99725,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
KSG4gPhZALiw,2WAcmyGSTBL1,delivered,2018-07-17 18:38:40,2018-07-17 18:50:24,2018-08-10 17:51:46,2018-08-07,3.0,23.0,2018-07,2018,7,66077,goiania,GO,0,-1.0,-1.0,-1.0,-1.0
akUzbrm4Cs4o,eSCXZe7UzUl3,delivered,2018-06-10 18:04:25,2018-06-10 19:51:18,2018-06-18 21:46:30,2018-06-28,-10.0,8.0,2018-06,2018,6,24474,ourinhos,SP,0,-1.0,-1.0,-1.0,-1.0
5BjYqL2hv7SV,D5ziZMtnIaED,delivered,2017-07-31 07:19:22,2017-07-31 07:30:19,2017-08-23 18:08:00,2017-08-30,-7.0,23.0,2017-07,2017,7,88524,maceio,AL,0,-1.0,-1.0,-1.0,-1.0
F0VOlkEDAU1E,8mS8rsoHjCBZ,delivered,2017-08-08 12:49:02,2017-08-08 13:43:42,2017-08-16 21:42:14,2017-09-01,-16.0,8.0,2017-08,2017,8,57074,campos dos goytacazes,RJ,0,-1.0,-1.0,-1.0,-1.0
xQrGYqWzMYzj,CzjICbISxV97,delivered,2017-10-20 09:56:47,2017-10-20 10:14:21,2017-10-23 17:40:39,2017-11-01,-9.0,3.0,2017-10,2017,10,75902,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
mhUY2cHW55ID,MLQy5Vt4Btrb,delivered,2018-05-15 11:43:48,2018-05-16 03:33:57,2018-05-21 14:18:41,2018-06-05,-15.0,6.0,2018-05,2018,5,39560,braganca paulista,SP,0,-1.0,-1.0,-1.0,-1.0
3W4XkxUcIueX,v0WJ1l0diHWG,delivered,2018-02-08 10:42:48,2018-02-09 02:50:44,2018-02-14 15:39:04,2018-02-26,-12.0,6.0,2018-02,2018,2,55614,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
0vPUCn1VAOEM,71vyVKegHBRc,delivered,2018-05-08 22:55:25,2018-05-08 23:11:46,2018-06-04 14:58:06,2018-06-04,0.0,26.0,2018-05,2018,5,17960,riachao do jacuipe,BA,0,-1.0,-1.0,-1.0,-1.0
S7NsDreJliHu,wFjojFf8QCmB,shipped,2018-01-08 23:35:29,2018-01-08 23:47:37,,2018-01-24,,,2018-01,2018,1,22780,santos,SP,0,-1.0,-1.0,-1.0,-1.0
5WKYUK5i0dxN,jSHLRHDdprv5,delivered,2018-08-03 09:10:20,2018-08-03 09:25:10,2018-08-08 16:48:25,2018-08-13,-5.0,5.0,2018-08,2018,8,8696,assis,SP,0,-1.0,-1.0,-1.0,-1.0
VaqAkDXQUOpN,ZciHdqxHoUvs,delivered,2018-06-18 22:43:08,2018-06-18 23:16:30,2018-06-25 19:03:55,2018-07-23,-28.0,6.0,2018-06,2018,6,12610,tangara da serra,MT,0,-1.0,-1.0,-1.0,-1.0
Rqo6pEM2GSXY,n5EEec2le3yf,delivered,2018-04-21 19:47:34,2018-04-24 18:58:48,2018-05-01 15:11:06,2018-05-21,-20.0,9.0,2018-04,2018,4,78055,joao monlevade,MG,0,-1.0,-1.0,-1.0,-1.0
f4EjpfBm3FEG,dzTZoUNuoulf,delivered,2017-11-08 19:30:03,2017-11-08 19:47:12,2017-11-17 19:24:41,2017-11-22,-5.0,8.0,2017-11,2017,11,3564,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
wt8m88OBHsaH,2s1v2QT9EwEU,delivered,2018-08-15 14:56:03,2018-08-15 20:20:25,2018-08-23 17:53:42,2018-09-06,-14.0,8.0,2018-08,2018,8,88960,londrina,PR,0,-1.0,-1.0,-1.0,-1.0
fCtl3cpv9KoI,GBzQk2VyG3kp,delivered,2018-04-25 23:33:01,2018-04-25 23:51:43,2018-05-03 20:25:36,2018-05-16,-13.0,7.0,2018-04,2018,4,70833,belo horizonte,MG,0,-1.0,-1.0,-1.0,-1.0
yJq9ShEhnnza,pzIBosQwOO6T,delivered,2017-04-03 21:14:36,2017-04-03 21:25:09,2017-04-18 16:56:00,2017-04-28,-10.0,14.0,2017-04,2017,4,18112,governador valadares,MG,0,-1.0,-1.0,-1.0,-1.0
1Eqz6vMBvQ1A,GGEnbjAOrMvk,delivered,2017-11-17 19:46:56,2017-11-18 19:45:55,2017-11-27 16:52:08,2017-12-07,-10.0,9.0,2017-11,2017,11,13857,franca,SP,0,-1.0,-1.0,-1.0,-1.0
chZbA3eI3cTn,ansWDyGcOIbI,delivered,2018-04-02 19:18:55,2018-04-03 19:15:22,2018-04-06 22:20:52,2018-04-12,-6.0,4.0,2018-04,2018,4,12306,sao paulo,SP,0,-1.0,-1.0,-1.0,-1.0
BE78CNGdGjH7,qjR9lsGEEToc,delivered,2017-11-28 12:46:26,2017-11-28 12:55:24,2017-12-19 21:49:54,2017-12-20,-1.0,21.0,2017-11,2017,11,41311,santos,SP,0,-1.0,-1.0,-1.0,-1.0
RYaasezfJbQY,PXkZcCxo5VH7,delivered,2018-04-25 14:29:47,2018-04-25 14:51:31,2018-04-30 20:22:32,2018-05-15,-15.0,5.0,2018-04,2018,4,77823,ribeirao preto,SP,0,-1.0,-1.0,-1.0,-1.0
